,UMAP_1,UMAP_2
cell_04656,7.943113,-5.49298
cell_04657,-5.892335,4.1019197
cell_04658,5.969353,0.523729
cell_04659,-5.5091615,4.486185
cell_04660,8.083387,-1.1794509
cell_04661,10.624557,-2.4314125
cell_04662,3.50687,4.380367
cell_04663,-5.2451406,2.279162
cell_04664,5.9019256,-0.30105028
cell_04665,1.2181238,6.4494047
cell_04666,6.5903907,-5.363826
cell_04667,-1.4326599,7.3220983
cell_04668,9.415687,-4.462761
cell_04669,-3.8511631,6.2913837
cell_04670,-4.903478,4.161258
cell_04671,-3.582839,7.099602
cell_04672,-5.3497024,1.6698188
cell_04673,-2.966884,5.8445387
cell_04674,6.7951403,-2.969274
cell_04675,-5.4934764,4.148164
cell_04676,-5.802271,3.6567097
cell_04677,-5.209248,4.4141235
cell_04678,-5.554507,3.130828
cell_04679,8.807184,-5.294799
cell_04680,8.167602,-4.360351
cell_04681,-5.5661893,2.4256737
cell_04682,8.336078,-1.9863764
cell_04683,7.2994094,-2.6461043
cell_04684,10.199612,-1.2559382
cell_04685,-1.9544729,7.5083313
cell_04686,-4.1644373,6.735021
cell_04687,3.6912324,4.4860663
cell_04688,10.051909,-1.874395
cell_04689,7.695581,-4.41832
cell_04690,2.8365033,2.910491
cell_04691,-3.122518,5.632287
cell_04692,8.819583,-3.5268307
cell_04693,10.604915,-2.556335
cell_04694,0.83518803,6.479034
cell_04695,7.00384,-1.7933518
cell_04696,0.6114279,6.119555
cell_04697,3.1801045,3.6915245
cell_04698,5.7225156,1.3154837
cell_04699,11.056968,-1.5144528
cell_04700,10.150285,-0.79943824
cell_04701,2.1529539,4.8632765
cell_04702,-1.7232705,6.3423448
cell_04703,0.085658126,6.278539
cell_04704,-3.7579577,3.6405318
cell_04705,-2.6592617,6.4546986
cell_04706,-5.7919836,2.5721657
cell_04707,2.4892192,5.83294
cell_04708,-3.379588,4.0599456
cell_04709,-1.4766016,6.77433
cell_04710,8.637477,-3.4038277
cell_04711,-4.840559,5.869241
cell_04712,8.133053,-0.68303126
cell_04713,8.336145,-5.437564
cell_04714,6.790754,0.32390708
cell_04715,-4.1276255,4.5408726
cell_04716,-2.232836,6.609744
cell_04717,5.7416058,-0.84983474
cell_04718,3.8372269,2.606957
cell_04719,-3.9148917,4.802125
cell_04720,2.330629,4.958686
cell_04721,4.8248177,-0.08432565
cell_04722,-2.9269936,5.1405687
cell_04723,6.4567666,-2.4852076
cell_04724,-5.379622,1.9627964
cell_04725,-1.750813,7.387611
cell_04726,9.007541,-5.062441
cell_04727,-3.1427195,6.291574
cell_04728,5.537503,-1.1275873
cell_04729,1.9301976,6.3908014
cell_04730,-2.9598231,7.463793
cell_04731,9.096637,-1.4259186
cell_04732,-1.4419266,6.8949065
cell_04733,-3.9745615,5.569563
cell_04734,9.398593,-3.0833297
cell_04735,10.055252,-3.1954594
cell_04736,7.281838,-5.2177773
cell_04737,-5.60758,1.8455796
cell_04738,-5.138382,3.8466835
cell_04739,8.338165,-1.5619187
cell_04740,-5.3457527,5.049961
cell_04741,-3.0211124,5.2531266
cell_04742,7.134768,-4.7347174
cell_04743,-2.7917695,5.880877
cell_04744,-5.149017,2.045134
cell_04745,-6.7075257,0.9849297
cell_04746,2.1885798,4.561297
cell_04747,5.7813296,-1.039584
cell_04748,7.5388775,-5.2712736
cell_04749,-4.9018993,3.75764
cell_04750,-3.18854,5.128262
cell_04751,4.50517,0.765396
cell_04752,-1.2497329,7.337412
cell_04753,4.44118,2.9840677
cell_04754,9.352534,-4.6796937
cell_04755,4.195444,0.8171744
cell_04756,0.96043926,5.6268806
cell_04757,10.181953,-3.4948914
cell_04758,-5.832409,2.0998085
cell_04759,10.19522,-1.2006326
cell_04760,3.7615275,2.1729333
cell_04761,4.517801,2.7156358
cell_04762,9.7767105,-2.0425322
cell_04763,5.0469284,1.8706633
cell_04764,2.41773,5.0301538
cell_04765,-4.1006103,6.6937165
cell_04766,6.1756663,-3.3962677
cell_04767,7.014755,-0.86936903
cell_04768,-5.436539,4.9032984
cell_04769,8.851991,-0.6791193
cell_04770,9.444239,-1.6169162
cell_04771,0.15926743,6.371466
cell_04772,-5.3664308,1.2174038
cell_04773,2.0480888,4.6586866
cell_04774,-5.6368313,1.0856619
cell_04775,-5.7863603,3.2279994
cell_04776,2.8372588,5.4794235
cell_04777,-5.981535,2.748421
cell_04778,-2.7189224,6.1948233
cell_04779,6.7632713,-2.896201
cell_04780,-2.8822303,7.348917
cell_04781,10.157461,-1.9421022
cell_04782,10.694146,-2.2594817
cell_04783,6.9320326,-0.004408057
cell_04784,7.376224,-5.26731
cell_04785,9.646959,-3.6438303
cell_04786,-3.0901594,7.2955
cell_04787,8.738017,-0.63804454
cell_04788,-4.537825,3.5834813
cell_04789,9.378728,-1.2875425
cell_04790,4.2216477,2.7835705
cell_04791,-5.6754475,1.0638605
cell_04792,-4.5359726,6.2590394
cell_04793,8.888862,-5.484632
cell_04794,-3.6189086,7.4600344
cell_04795,-5.176998,5.1570225
cell_04796,-4.5752754,4.6024413
cell_04797,2.5774703,3.760756
cell_04798,7.001086,-5.2517786
cell_04799,9.309157,-1.9605191
cell_04800,2.6255348,5.3307915
cell_04801,-3.4870074,5.6218104
cell_04802,-6.261695,2.6283035
cell_04803,2.7286909,4.089769
cell_04804,7.6984634,-4.5829477
cell_04805,10.212313,-3.4038248
cell_04806,1.4403507,6.1814413
cell_04807,7.310813,-1.5355173
cell_04808,1.3155491,5.7197304
cell_04809,6.0486574,-3.520901
cell_04810,5.2957315,2.0419536
cell_04811,8.624426,-0.5232439
cell_04812,5.0472026,1.0669686
cell_04813,11.09199,-2.0670576
cell_04814,1.2466145,5.3612423
cell_04815,-6.4749694,0.73608476
cell_04816,-3.0674746,6.867574
cell_04817,3.6495202,2.3083086
cell_04818,3.8987324,0.8499055
cell_04819,4.7142367,0.9536498
cell_04820,8.141248,-1.1356088
cell_04821,-3.383568,6.120394
cell_04822,6.400047,-3.895771
cell_04823,8.88733,-2.545986
cell_04824,2.4922464,5.8913503
cell_04825,0.2835748,6.0832124
cell_04826,-5.2312646,4.2956424
cell_04827,1.4383203,6.131606
cell_04828,8.129847,-6.099963
cell_04829,9.738126,-1.7026193
cell_04830,5.738972,-1.8702024
cell_04831,-3.9511511,6.955248
cell_04832,7.742109,-3.2857199
cell_04833,7.0085135,-4.32215
cell_04834,-2.100897,6.6697226
cell_04835,9.461709,-3.1916406
cell_04836,-5.2300477,3.2829955
cell_04837,-6.562212,0.9604319
cell_04838,-3.7965639,4.4261255
cell_04839,-4.5493546,3.9338248
cell_04840,9.275995,-3.6847332
cell_04841,1.0377909,5.514253
cell_04842,-3.2143734,5.008957
cell_04843,2.7193463,5.4377046
cell_04844,1.545859,6.7701187
cell_04845,-3.0718727,7.0506682
cell_04846,-5.1652064,4.6850357
cell_04847,7.917581,-0.40907747
cell_04848,-5.6949677,4.606153
cell_04849,10.557581,-1.9137082
cell_04850,-4.8411484,4.80596
cell_04851,9.688167,-2.0720782
cell_04852,8.118102,-5.4811416
cell_04853,-4.667153,3.6727357
cell_04854,-5.4643974,3.258992
cell_04855,8.164609,-4.549935
cell_04856,2.6342878,4.434716
cell_04857,8.884431,-0.8840192
cell_04858,-5.427389,1.373498
cell_04859,-2.9543843,5.5518866
cell_04860,4.594552,2.6931715
cell_04861,8.210279,-5.0549808
cell_04862,-3.6884525,6.1470103
cell_04863,7.502371,-5.2410383
cell_04864,8.442624,-2.6476405
cell_04865,-5.259817,4.7587
cell_04866,-3.6430917,6.6447635
cell_04867,-3.5723712,4.6747055
cell_04868,1.421602,5.068444
cell_04869,5.8652797,-1.5197883
cell_04870,2.1362643,6.132959
cell_04871,-4.823668,5.4049172
cell_04872,7.904676,-1.8166095
cell_04873,5.949472,-1.3413463
cell_04874,5.2011905,0.5974528
cell_04875,4.474375,1.2923944
cell_04876,-3.8082213,3.891209
cell_04877,6.408893,-3.6263623
cell_04878,0.92876303,7.060224
cell_04879,-0.38677183,6.9047084
cell_04880,-5.0469275,3.8118162
cell_04881,6.063206,-1.2932063
cell_04882,6.617048,0.0003559535
cell_04883,-1.1086038,6.9378943
cell_04884,9.558161,-4.586146
cell_04885,6.987337,-4.1501727
cell_04886,-5.148666,3.4608238
cell_04887,7.898331,-1.2863815
cell_04888,-0.08881236,6.748915
cell_04889,10.264555,-3.1345344
cell_04890,-3.6915224,5.3851233
cell_04891,-2.204921,6.032169
cell_04892,3.2161665,4.5446296
cell_04893,-3.2767553,5.3674645
cell_04894,8.967172,-1.1302161
cell_04895,3.8210094,2.9076588
cell_04896,-4.268693,5.1692033
cell_04897,4.590464,1.8980503
cell_04898,6.98256,-4.815925
cell_04899,8.598144,-4.57368
cell_04900,4.172433,2.5602024
cell_04901,-2.641047,6.2961707
cell_04902,-5.5176826,5.248088
cell_04903,6.7977595,-5.424119
cell_04904,6.9818773,-4.968692
cell_04905,5.020728,-0.16250142
cell_04906,7.2587667,-5.7013373
cell_04907,-4.631595,4.256977
cell_04908,7.260842,-2.9769244
cell_04909,-3.1324677,4.6808825
cell_04910,-5.508968,4.63912
cell_04911,2.4721355,4.6092625
cell_04912,1.5768833,6.6362
cell_04913,10.604861,-1.6819125
cell_04914,-2.4643552,7.199171
cell_04915,8.607584,-5.785163
cell_04916,7.5187545,-4.0321603
cell_04917,7.38683,-2.5249767
cell_04918,8.143508,-3.1770606
cell_04919,1.5191276,6.6086392
cell_04920,0.27172387,5.9886055
cell_04921,-4.825121,3.9574208
cell_04922,-4.0766506,6.4523344
cell_04923,8.7068,-4.7067547
cell_04924,2.9245467,3.391262
cell_04925,-1.7089812,7.0558405
cell_04926,-4.7420497,6.113621
cell_04927,4.0034146,3.6738718
cell_04928,9.604421,-1.4747959
cell_04929,-2.9477947,6.6360316
cell_04930,10.227172,-1.4147046
cell_04931,7.471955,-1.9303595
cell_04932,7.800905,-4.0805554
cell_04933,-2.5672345,6.01551
cell_04934,6.175958,-3.4335692
cell_04935,-4.0902023,4.30642
cell_04936,-0.97300506,6.9457498
cell_04937,6.99624,-2.433999
cell_04938,7.2182417,-0.9990974
cell_04939,-4.1816936,4.9936905
cell_04940,9.529584,-4.0839157
cell_04941,-5.7090197,2.0050166
cell_04942,5.8636417,-0.7139354
cell_04943,8.939731,-5.5078764
cell_04944,5.5377645,0.6900137
cell_04945,9.732418,-4.5965962
cell_04946,5.833081,-0.009354407
cell_04947,6.9541845,-4.922087
cell_04948,7.1356993,-3.7730663
cell_04949,7.93874,-0.24121803
cell_04950,-2.8369958,5.4084563
cell_04951,10.1973915,-1.864094
cell_04952,-4.123556,5.5182567
cell_04953,9.893948,-4.0395055
cell_04954,-3.9390223,6.218795
cell_04955,-4.0883007,6.278364
cell_04956,9.942248,-4.3428226
cell_04957,-4.852863,5.6822324
cell_04958,0.05267382,7.1490417
cell_04959,10.056335,-1.9766746
cell_04960,-4.8975306,4.683599
cell_04961,-5.872919,4.455897
cell_04962,3.927505,3.393846
cell_04963,-3.1881897,5.7631226
cell_04964,-4.422675,5.68735
cell_04965,-6.7457323,1.0928422
cell_04966,-0.9053399,6.94897
cell_04967,-2.08739,6.7370815
cell_04968,-6.2043395,1.1931156
cell_04969,9.311206,-4.0404634
cell_04970,6.0621862,-2.3482435
cell_04971,-4.966871,2.6322489
cell_04972,-2.4002707,6.8992667
cell_04973,6.463497,-4.8870544
cell_04974,6.235383,0.17616683
cell_04975,1.1847434,5.691127
cell_04976,3.5112336,3.7309542
cell_04977,-4.790641,4.1703916
cell_04978,8.314029,-6.1350594
cell_04979,10.714562,-2.1844711
cell_04980,7.9746647,-6.0436273
cell_04981,-3.681719,4.4201803
cell_04982,-2.4459226,5.7425437
cell_04983,-4.6025143,4.6532955
cell_04984,-2.863219,6.610713
cell_04985,-1.6348851,6.509508
cell_04986,5.7778034,-1.9626983
cell_04987,-3.2102554,4.6116147
cell_04988,9.925354,-2.614868
cell_04989,-4.6938305,3.3946722
cell_04990,-6.083075,0.7974926
cell_04991,8.634953,-2.2989495
cell_04992,8.370233,-1.3746402
cell_04993,-1.4771261,7.221986
cell_04994,6.400522,-0.8188962
cell_04995,-4.1740284,5.6276064
cell_04996,-5.0993085,5.1019855
cell_04997,2.1299813,4.2173753
cell_04998,-1.0887867,6.659392
cell_04999,8.053371,-3.3358903
