,UMAP_1,UMAP_2
cell_02328,5.1382155,-0.7963474
cell_02329,3.5801382,2.4877906
cell_02330,6.5251107,0.29595116
cell_02331,-0.6031153,6.508471
cell_02332,8.044238,-4.321717
cell_02333,-3.9442775,3.8931952
cell_02334,3.012058,5.224061
cell_02335,7.257884,-2.4454236
cell_02336,6.346277,-4.3232994
cell_02337,-0.18389958,6.7494597
cell_02338,5.158821,-0.43785945
cell_02339,-5.3755736,2.4598143
cell_02340,-4.772964,4.1554418
cell_02341,-4.970641,2.3476293
cell_02342,9.20722,-3.0907488
cell_02343,-3.3659585,6.4471445
cell_02344,9.508295,-3.0617654
cell_02345,-4.9703255,2.3816676
cell_02346,8.134473,-3.1841996
cell_02347,7.860278,-3.7297647
cell_02348,-5.8499594,3.524835
cell_02349,-5.76119,1.1434736
cell_02350,-5.586263,2.073024
cell_02351,7.6062613,-5.631939
cell_02352,-4.3742714,6.009181
cell_02353,7.175607,-0.4525927
cell_02354,2.8246176,5.533935
cell_02355,8.788327,-2.2561615
cell_02356,4.0999026,2.897277
cell_02357,3.9610112,2.6341414
cell_02358,8.4392,-5.92832
cell_02359,-4.3834977,4.133869
cell_02360,8.157246,-3.8867545
cell_02361,-5.440354,1.7599763
cell_02362,4.7171535,2.8996124
cell_02363,8.936277,-3.2450473
cell_02364,6.181135,-2.8079615
cell_02365,8.141013,-3.3683803
cell_02366,-3.9899085,6.908518
cell_02367,1.1398556,6.1039996
cell_02368,-1.4999348,6.918916
cell_02369,4.1464186,1.7056664
cell_02370,2.271176,4.148986
cell_02371,-2.110193,6.502799
cell_02372,-3.1655936,7.0810947
cell_02373,-3.3159962,6.9098034
cell_02374,-1.3909022,7.1093774
cell_02375,-4.0849376,4.0739336
cell_02376,7.429971,-4.740036
cell_02377,6.216694,-2.764408
cell_02378,-4.2595086,4.364422
cell_02379,9.280382,-0.86397046
cell_02380,10.476455,-1.7363876
cell_02381,-4.2182956,5.8921466
cell_02382,-4.282274,3.6874194
cell_02383,-5.831494,1.4480393
cell_02384,-6.357322,1.8396157
cell_02385,8.650289,-4.7345734
cell_02386,9.486888,-2.9996777
cell_02387,-6.0582595,1.7795411
cell_02388,7.1248145,-4.0953045
cell_02389,-5.977151,3.0763283
cell_02390,6.056231,-2.9804168
cell_02391,9.610123,-2.9864364
cell_02392,-0.15933494,7.371676
cell_02393,-6.802146,1.2271789
cell_02394,5.457073,0.2264148
cell_02395,10.78441,-2.9981077
cell_02396,-4.0357256,5.3947916
cell_02397,-4.2280927,4.6810966
cell_02398,-5.6342387,3.8055882
cell_02399,5.330663,0.00585361
cell_02400,6.941742,0.033165902
cell_02401,8.776216,-4.979479
cell_02402,6.2282286,-4.071062
cell_02403,8.454569,-3.3056624
cell_02404,7.359182,-5.072184
cell_02405,-4.621247,6.502689
cell_02406,5.444989,0.8085411
cell_02407,-3.1324618,6.852063
cell_02408,-1.7176577,7.356849
cell_02409,9.9393015,-1.1279547
cell_02410,7.5044956,-4.917394
cell_02411,8.117542,-3.279878
cell_02412,1.8174834,6.1229997
cell_02413,5.519327,1.0329722
cell_02414,2.9012413,3.2313178
cell_02415,-5.0634737,4.3801594
cell_02416,-5.1625404,5.395683
cell_02417,3.8518598,1.9248899
cell_02418,-5.4352226,2.5193987
cell_02419,8.321916,-5.4875216
cell_02420,-4.349565,3.2640715
cell_02421,-4.968853,5.057955
cell_02422,9.200117,-2.9429705
cell_02423,-5.109017,3.258394
cell_02424,8.762335,-5.5504527
cell_02425,7.1667776,-2.4897873
cell_02426,-5.861585,2.6163666
cell_02427,6.1512275,-3.783559
cell_02428,7.5344825,-1.5570315
cell_02429,6.514207,-3.8860881
cell_02430,7.1866302,-4.180224
cell_02431,8.9084015,-1.8294928
cell_02432,5.4433227,-1.1509035
cell_02433,-3.1570807,7.2318263
cell_02434,8.101741,-1.515196
cell_02435,9.013252,-3.7435465
cell_02436,5.701266,-0.6386281
cell_02437,8.335589,-1.5397515
cell_02438,2.0320828,5.01443
cell_02439,9.272108,-2.3403063
cell_02440,9.977545,-4.1811824
cell_02441,-5.322499,4.713384
cell_02442,-5.2008777,5.710856
cell_02443,4.2204127,1.2987787
cell_02444,4.03607,2.7881713
cell_02445,5.0786033,-0.9015208
cell_02446,-6.219163,1.7102588
cell_02447,1.9843516,6.283913
cell_02448,6.261968,-0.18421663
cell_02449,6.1785364,0.053804882
cell_02450,9.314395,-1.0395035
cell_02451,8.125357,-0.54025966
cell_02452,8.35718,-2.428881
cell_02453,9.6701975,-2.253167
cell_02454,8.801791,-0.9056771
cell_02455,4.764371,0.8923564
cell_02456,7.2630224,-1.122439
cell_02457,-5.470817,3.2380133
cell_02458,-2.9295237,5.539837
cell_02459,4.033176,0.7695081
cell_02460,7.9871306,-5.6404643
cell_02461,8.455995,-1.0926206
cell_02462,-5.158989,2.9922414
cell_02463,7.046472,-0.7208173
cell_02464,-3.298401,4.590388
cell_02465,8.316915,-2.9300518
cell_02466,7.3323236,-5.311266
cell_02467,7.5200357,-0.4863487
cell_02468,5.1453876,-0.65671664
cell_02469,-1.2160567,6.6461287
cell_02470,2.3746643,4.3346896
cell_02471,10.327368,-2.6325698
cell_02472,8.387109,-5.2533793
cell_02473,3.9384952,1.1031631
cell_02474,0.0053156787,7.178795
cell_02475,-6.624917,1.8913305
cell_02476,-5.163006,4.8947673
cell_02477,-3.233255,5.279718
cell_02478,-0.22708388,7.1642323
cell_02479,6.5247903,-4.731178
cell_02480,3.7704506,1.4746245
cell_02481,-4.4270296,6.1684713
cell_02482,-5.6000633,4.4686694
cell_02483,-1.6246128,7.370629
cell_02484,8.822603,-5.417395
cell_02485,-0.5492896,7.3515396
cell_02486,8.179332,-3.306454
cell_02487,9.87663,-2.1135316
cell_02488,-4.880043,3.0139923
cell_02489,6.4284363,-3.1090074
cell_02490,10.055089,-3.5954502
cell_02491,1.3231212,6.6810117
cell_02492,-5.127871,1.8982309
cell_02493,7.322551,-5.5925784
cell_02494,7.86461,-5.139825
cell_02495,5.315737,1.7531674
cell_02496,5.150657,-0.02590275
cell_02497,-3.9586575,5.009896
cell_02498,8.8915825,-3.59229
cell_02499,3.3903818,2.8825796
cell_02500,-5.8741674,1.6818985
cell_02501,7.7402773,-2.7509813
cell_02502,8.340605,-5.809754
cell_02503,8.583522,-4.9813085
cell_02504,-4.1442084,6.438568
cell_02505,-6.3034964,1.9241669
cell_02506,9.784552,-4.0552797
cell_02507,6.3119073,-4.8874636
cell_02508,3.834332,1.4748446
cell_02509,7.0343885,-3.2415686
cell_02510,3.5767853,4.3786225
cell_02511,1.187886,5.590296
cell_02512,-5.396946,3.1083925
cell_02513,-5.5708075,3.9256518
cell_02514,-4.125392,5.663292
cell_02515,8.110063,-5.713637
cell_02516,-3.960194,3.585816
cell_02517,-3.3372054,5.443452
cell_02518,5.2952666,-0.38556656
cell_02519,-3.6067333,5.7912354
cell_02520,-5.1138716,4.1797285
cell_02521,7.527374,-0.16337138
cell_02522,-0.57482266,7.378787
cell_02523,7.5075383,-2.491442
cell_02524,8.447246,-5.1529922
cell_02525,-5.135867,5.0027747
cell_02526,10.182563,-1.5849442
cell_02527,10.5038805,-1.1409794
cell_02528,8.221398,-5.960863
cell_02529,7.665966,-0.64357
cell_02530,7.1364007,-0.9063114
cell_02531,7.173311,-2.0232217
cell_02532,7.319135,-3.42811
cell_02533,-5.8082523,1.1511636
cell_02534,9.207089,-4.925327
cell_02535,6.298715,0.30998775
cell_02536,9.207126,-3.5099742
cell_02537,0.5035687,6.822284
cell_02538,-5.7554426,1.6704501
cell_02539,4.1420636,2.157478
cell_02540,4.6081114,1.964482
cell_02541,1.6942497,4.9090962
cell_02542,-1.6475616,7.214686
cell_02543,-4.378661,5.80981
cell_02544,4.4362774,0.7904954
cell_02545,-0.09849477,6.948729
cell_02546,8.644102,-5.4662437
cell_02547,-4.8939815,4.6609273
cell_02548,-2.7381935,6.39475
cell_02549,-3.2727268,5.1354647
cell_02550,5.628948,0.019908331
cell_02551,5.0130816,1.4682229
cell_02552,8.917881,-1.3124899
cell_02553,7.849184,-4.0945554
cell_02554,-3.6022396,6.266222
cell_02555,10.040912,-1.1892394
cell_02556,-5.961692,0.9177359
cell_02557,-3.5666022,5.738369
cell_02558,3.1769524,4.123422
cell_02559,-6.1400876,2.373259
cell_02560,8.154393,-1.5039465
cell_02561,8.086965,-1.6117672
cell_02562,7.8258286,-2.954906
cell_02563,4.8873134,1.7167373
cell_02564,6.9602094,-0.6011079
cell_02565,0.645218,6.552384
cell_02566,-5.8060694,2.0788512
cell_02567,-4.640545,2.6288147
cell_02568,8.242168,-1.799253
cell_02569,7.289191,-5.068272
cell_02570,-5.4778514,1.2637162
cell_02571,5.203054,0.20809866
cell_02572,8.573645,-1.1697211
cell_02573,7.815586,-4.7414875
cell_02574,4.838229,0.20057154
cell_02575,6.1162066,-1.8495613
cell_02576,9.549766,-1.5518715
cell_02577,9.845574,-3.6221867
cell_02578,-4.1620703,3.4856927
cell_02579,8.981124,-3.9724457
cell_02580,-5.219457,1.0341487
cell_02581,7.395168,-3.9499578
cell_02582,-6.0001574,2.180758
cell_02583,-3.6095567,5.2092857
cell_02584,-5.7614427,1.1469074
cell_02585,2.775775,4.9591103
cell_02586,-1.9011554,6.493789
cell_02587,-5.462282,4.7951665
cell_02588,2.9957795,4.777202
cell_02589,0.90882957,6.9638686
cell_02590,8.113432,-2.7520068
cell_02591,9.103747,-5.02418
cell_02592,8.435879,-1.6359766
cell_02593,-4.209961,3.7402627
cell_02594,-2.3243194,5.8173404
cell_02595,8.564853,-4.6677227
cell_02596,-4.6099725,3.8623798
cell_02597,2.024205,5.962495
cell_02598,10.753827,-1.5773702
cell_02599,7.2003117,-5.332864
cell_02600,0.9851466,6.7091575
cell_02601,8.797974,-0.6082207
cell_02602,3.292997,4.884185
cell_02603,7.6324215,-3.7944567
cell_02604,-6.7265286,1.2053859
cell_02605,-5.2930655,4.5771766
cell_02606,7.462813,-2.4009144
cell_02607,-4.1235495,5.6743083
cell_02608,6.484109,-3.4671855
cell_02609,-1.0263454,6.8215566
cell_02610,9.7317095,-2.1753278
cell_02611,10.888281,-1.9504685
cell_02612,3.163569,2.8548422
cell_02613,6.5846972,-3.8962972
cell_02614,-4.169973,6.0073094
cell_02615,3.888924,2.2222352
cell_02616,-3.9567041,4.681231
cell_02617,8.02631,-5.46335
cell_02618,9.324529,-0.98798126
cell_02619,9.752783,-4.6413097
cell_02620,9.435083,-3.0545423
cell_02621,7.961711,-5.453316
cell_02622,-3.7721927,5.141043
cell_02623,6.9253464,-4.438114
cell_02624,5.4330587,-0.72777724
cell_02625,1.1640013,6.1898913
cell_02626,5.0939746,0.33695164
cell_02627,-2.124024,7.263543
cell_02628,-3.0991082,6.7921457
cell_02629,-4.1194158,5.5151343
cell_02630,-5.1714454,2.4756324
cell_02631,3.6584451,2.3585606
cell_02632,11.039312,-1.3048404
cell_02633,8.795689,-0.8837384
cell_02634,5.0604424,0.72205245
cell_02635,1.7713962,5.729709
cell_02636,2.602737,3.5272315
cell_02637,-3.7838476,5.214841
cell_02638,6.64884,-4.1704893
cell_02639,-4.7055135,6.177177
cell_02640,8.534807,-2.7065518
cell_02641,8.902776,-0.7548042
cell_02642,4.5952954,0.21301025
cell_02643,7.29277,-4.545392
cell_02644,-3.1511822,5.9557176
cell_02645,8.643489,-4.1704803
cell_02646,7.163619,-3.5484216
cell_02647,10.869248,-2.0940442
cell_02648,9.510079,-2.1575549
cell_02649,9.858601,-4.526674
cell_02650,9.660402,-4.901808
cell_02651,2.1777346,5.6463647
cell_02652,10.000281,-2.9707391
cell_02653,9.096758,-2.6593692
cell_02654,2.2846153,4.52925
cell_02655,8.093936,-4.8984227
cell_02656,0.4627249,6.0852556
cell_02657,5.277521,-0.7800709
cell_02658,-4.8919525,3.459918
cell_02659,-3.4699113,4.678098
cell_02660,6.781212,-5.438205
cell_02661,0.43720156,6.9567757
cell_02662,0.72672963,6.595213
cell_02663,-3.5049007,5.676195
cell_02664,3.5195243,2.6754138
cell_02665,10.56889,-2.7438843
cell_02666,9.163122,-3.9517426
cell_02667,-5.314657,2.7920666
cell_02668,6.0907264,-0.8203388
cell_02669,2.4783301,4.0235353
cell_02670,5.74675,-1.6884266
cell_02671,3.1356277,4.7085133
cell_02672,0.94008166,5.992005
cell_02673,4.3318033,3.3607836
cell_02674,5.6837893,-1.6701721
cell_02675,3.8293798,2.021289
cell_02676,3.6669896,4.1234546
cell_02677,7.8970504,-5.4511976
cell_02678,8.708357,-3.3352382
cell_02679,-2.434347,7.0825214
cell_02680,8.486018,-4.234026
cell_02681,8.682608,-4.9477363
cell_02682,-4.6033983,4.0067844
cell_02683,5.727643,-1.7333989
cell_02684,-3.0443997,6.031417
cell_02685,6.417076,-4.831951
cell_02686,-4.654746,6.0056057
cell_02687,6.5723486,-2.9911158
cell_02688,-4.8467183,5.8041105
cell_02689,3.2594085,2.4729254
cell_02690,9.135694,-3.455725
cell_02691,0.37483487,6.908845
cell_02692,8.736613,-2.3847773
cell_02693,8.717484,-5.735692
cell_02694,7.4240394,-4.8317347
cell_02695,-3.4689884,4.9170923
cell_02696,7.9694896,-2.5739315
cell_02697,-5.272298,1.1419368
cell_02698,0.29805118,6.807957
cell_02699,8.624617,-5.792737
cell_02700,7.1937413,-3.6617472
cell_02701,5.8607364,0.57096726
cell_02702,0.35509712,7.213153
cell_02703,8.50732,-4.3301716
cell_02704,7.910572,-4.924838
cell_02705,2.7352731,3.6349165
cell_02706,9.430979,-2.8247044
cell_02707,-4.0373282,5.314212
cell_02708,-3.5080814,4.5521207
cell_02709,6.334483,-1.3242912
cell_02710,10.710775,-1.7709697
cell_02711,-3.8657472,6.2836037
cell_02712,-3.226508,5.637224
cell_02713,-5.2735734,4.761685
cell_02714,8.632775,-5.5123367
cell_02715,-4.4695616,6.166434
cell_02716,5.2007575,2.0415971
cell_02717,9.590743,-3.5170014
cell_02718,-6.5052075,0.9572732
cell_02719,5.1581283,-0.0055819103
cell_02720,4.6433816,1.4984608
cell_02721,6.732262,-4.110714
cell_02722,-0.26727995,6.603952
cell_02723,1.8016194,6.4268074
cell_02724,-4.351506,4.209722
cell_02725,9.224319,-2.6764975
cell_02726,9.805027,-1.8939946
cell_02727,-4.947847,4.3805866
cell_02728,0.58368903,6.663377
cell_02729,6.3762627,-4.02846
cell_02730,-6.015521,1.0651258
cell_02731,-3.0271347,6.5967264
cell_02732,4.8775167,-0.5260487
cell_02733,-2.37852,6.9852715
cell_02734,-3.3213408,5.4703426
cell_02735,3.5258482,4.391815
cell_02736,-4.7576795,5.664484
cell_02737,4.447534,0.20160635
cell_02738,9.301766,-1.4823205
cell_02739,5.444537,-0.18450004
cell_02740,-5.9054065,3.0507233
cell_02741,7.8055596,-5.458062
cell_02742,-5.340397,4.203791
cell_02743,10.741182,-1.9572504
cell_02744,-1.1724654,7.3320155
cell_02745,8.889322,-2.3945842
cell_02746,-5.4325795,5.076623
cell_02747,-4.465831,5.042595
cell_02748,4.440951,1.6885468
cell_02749,-5.6349125,1.5623304
cell_02750,-4.726607,5.464757
cell_02751,7.860709,-2.4093015
cell_02752,9.595372,-1.5511448
cell_02753,-5.7609634,2.9813712
cell_02754,9.817404,-0.8410459
cell_02755,9.501518,-3.6937118
cell_02756,9.20829,-4.727275
cell_02757,7.086077,-3.635608
cell_02758,7.900845,-1.016249
cell_02759,4.981442,1.2920389
cell_02760,7.8774457,-0.52487546
cell_02761,9.344545,-4.705748
cell_02762,-5.249914,3.4124422
cell_02763,-2.316252,6.9476857
cell_02764,-5.197438,2.276715
cell_02765,7.7487445,-3.0573554
cell_02766,3.1008537,4.9177203
cell_02767,7.384108,-1.2793075
cell_02768,6.941658,-4.1982327
cell_02769,8.248873,-4.7352104
cell_02770,-5.387458,4.679822
cell_02771,8.428283,-1.4657995
cell_02772,7.7303457,-3.1542628
cell_02773,-5.2381306,1.5063194
cell_02774,6.931723,-5.0332613
cell_02775,-0.72960144,7.473654
cell_02776,8.191864,-2.6224127
cell_02777,4.521719,1.8033379
cell_02778,-3.3225017,6.4841557
cell_02779,-5.2660604,3.9375496
cell_02780,-4.570807,2.9375408
cell_02781,-5.731838,4.0286436
cell_02782,7.3018637,-3.790023
cell_02783,-2.6228406,7.466099
cell_02784,-3.5109951,5.5136375
cell_02785,7.165339,-3.1908336
cell_02786,6.5596623,-4.3852153
cell_02787,4.592279,1.2956293
cell_02788,8.564231,-5.692297
cell_02789,-0.25292408,7.390099
cell_02790,9.900979,-3.915268
cell_02791,-5.950131,2.0969496
cell_02792,7.663302,-4.861311
cell_02793,9.069629,-1.7940348
cell_02794,6.9821205,-5.090912
cell_02795,5.5368147,-1.8199339
cell_02796,7.9636526,-0.665087
cell_02797,-1.4982113,7.4366264
cell_02798,8.431857,-1.0444418
cell_02799,8.639632,-3.0130959
cell_02800,6.843725,-4.6273694
cell_02801,4.780569,1.6869081
cell_02802,-5.966209,2.5110245
cell_02803,5.851343,-1.0406678
cell_02804,-4.1088037,3.1482167
cell_02805,-3.9240172,5.4181304
cell_02806,-1.0236752,7.4250555
cell_02807,6.4614143,-3.481059
cell_02808,-4.6910095,4.9377213
cell_02809,-4.621246,5.3072433
cell_02810,-5.7558956,1.1049693
cell_02811,9.085685,-3.675064
cell_02812,10.150893,-2.7366962
cell_02813,-5.5366716,1.4051399
cell_02814,-5.818355,1.3617632
cell_02815,6.0701194,0.5565293
cell_02816,-2.9784973,7.23486
cell_02817,6.8510385,-0.9564665
cell_02818,3.18465,4.636618
cell_02819,8.048731,-5.7820573
cell_02820,-3.4063091,7.068719
cell_02821,9.207793,-1.9098254
cell_02822,-5.7975645,2.3060672
cell_02823,8.2359915,-4.6564407
cell_02824,7.5789347,-5.500783
cell_02825,7.702001,-4.1979723
cell_02826,3.6399972,4.022178
cell_02827,-4.472486,5.2530417
cell_02828,9.149121,-1.8302884
cell_02829,9.205807,-1.3438418
cell_02830,-2.8926907,5.168935
cell_02831,3.5759609,4.373538
cell_02832,2.7528534,4.7539797
cell_02833,9.491919,-1.6724389
cell_02834,7.825799,-4.74148
cell_02835,8.594061,-0.6960101
cell_02836,7.5837336,-3.7708387
cell_02837,-3.465606,6.8411
cell_02838,-0.2697622,7.3156447
cell_02839,-6.0248594,1.4253843
cell_02840,7.716254,-5.294062
cell_02841,1.898641,5.5292788
cell_02842,1.6156838,5.2993183
cell_02843,-3.942609,5.908622
cell_02844,-4.8376775,5.633577
cell_02845,5.6531796,-0.3389277
cell_02846,-3.8164632,5.9196906
cell_02847,-5.4888597,2.8338468
cell_02848,6.9020824,-3.7019324
cell_02849,-0.0026618247,7.277444
cell_02850,-0.356511,7.5052614
cell_02851,1.0301703,5.47026
cell_02852,7.5688877,-5.208075
cell_02853,-2.5039315,6.7739763
cell_02854,6.9666734,-4.964513
cell_02855,8.600991,-5.932971
cell_02856,6.560919,-2.3775752
cell_02857,2.104754,4.9658093
cell_02858,7.958076,-4.0141573
cell_02859,3.5332942,4.463478
cell_02860,1.0446177,5.8214936
cell_02861,4.088908,1.0990121
cell_02862,-2.1974092,6.5373917
cell_02863,-5.1258054,4.623688
cell_02864,1.304234,5.289378
cell_02865,-5.654985,4.367948
cell_02866,0.45968953,6.8169804
cell_02867,4.6069326,0.21159206
cell_02868,7.393321,-5.4014826
cell_02869,-5.8252997,1.5422865
cell_02870,6.873254,-0.78157353
cell_02871,1.8244137,4.7351165
cell_02872,-5.364903,1.3312141
cell_02873,-3.3963327,5.1071887
cell_02874,-5.2651715,4.1475334
cell_02875,-4.0113287,4.8378563
cell_02876,-3.2867384,6.18832
cell_02877,0.09828865,6.1133943
cell_02878,4.6842346,1.1850504
cell_02879,-6.8616557,1.2031814
cell_02880,-4.280604,4.466833
cell_02881,-5.801877,3.449957
cell_02882,4.311417,0.45370844
cell_02883,-2.0520961,7.1071076
cell_02884,5.886501,-0.3526048
cell_02885,-4.1937323,5.4842434
cell_02886,-6.6122937,1.2897865
cell_02887,7.2627416,-5.3885207
cell_02888,-4.624626,3.383023
cell_02889,-5.549033,4.0202346
cell_02890,-4.240451,3.673656
cell_02891,8.647912,-4.5081825
cell_02892,5.9235606,-2.0846193
cell_02893,6.8674617,-2.101666
cell_02894,11.052312,-1.8764573
cell_02895,-5.5650516,3.2057238
cell_02896,7.3459215,-5.8544445
cell_02897,-3.4445517,4.8240714
cell_02898,6.297753,-1.3775972
cell_02899,1.5572985,6.654804
cell_02900,0.65568274,6.9244576
cell_02901,8.240743,-2.7202654
cell_02902,-3.873128,4.629086
cell_02903,10.004683,-2.0725439
cell_02904,-0.20502193,6.973431
cell_02905,5.648843,-1.7392815
cell_02906,7.7137628,-3.9005609
cell_02907,-5.4679513,1.841471
cell_02908,10.494432,-2.1177545
cell_02909,5.3257775,0.6572652
cell_02910,8.896439,-0.89343023
cell_02911,-3.9925363,4.3161364
cell_02912,4.824405,0.96767473
cell_02913,6.2036147,-2.216643
cell_02914,2.4887183,3.7746758
cell_02915,-5.0015626,4.3831944
cell_02916,-3.948693,6.2394266
cell_02917,6.6200356,-4.41148
cell_02918,-6.5688624,1.6662805
cell_02919,7.567793,-4.335417
cell_02920,9.691619,-1.6872766
cell_02921,-6.517436,0.83716196
cell_02922,-4.653779,4.3824606
cell_02923,7.9589276,-4.5053816
cell_02924,-5.630523,2.617823
cell_02925,6.4135256,-1.1939942
cell_02926,9.320449,-0.904819
cell_02927,5.515619,-0.5567235
cell_02928,0.24333455,7.1866555
cell_02929,9.379756,-0.8915988
cell_02930,5.95057,-1.4408467
cell_02931,-3.9718406,4.587661
cell_02932,5.038232,0.5347517
cell_02933,9.040645,-4.6742067
cell_02934,10.023691,-2.0427823
cell_02935,2.7212176,3.5361385
cell_02936,-1.8649931,6.296861
cell_02937,-5.3443456,3.6177273
cell_02938,-4.046568,5.210552
cell_02939,-5.9722543,1.0626985
cell_02940,9.600883,-1.8398628
cell_02941,-5.1264315,5.6810184
cell_02942,7.913522,-5.8192325
cell_02943,-3.9094791,3.7127354
cell_02944,-3.1409624,5.6722813
cell_02945,1.0812666,5.7017837
cell_02946,-2.043623,6.843987
cell_02947,9.021182,-1.6604896
cell_02948,10.668401,-2.668304
cell_02949,9.694517,-0.92686135
cell_02950,-5.5780697,4.7189755
cell_02951,9.936447,-2.51012
cell_02952,-5.1784325,5.953545
cell_02953,10.501365,-2.6967409
cell_02954,4.189187,1.9211301
cell_02955,-1.4594767,7.048763
cell_02956,-4.3638635,4.5432224
cell_02957,-5.313005,1.0782793
cell_02958,-3.1007833,4.7766685
cell_02959,9.728104,-1.6750288
cell_02960,7.329603,-3.9897628
cell_02961,9.620206,-4.7599545
cell_02962,-5.298306,4.0596356
cell_02963,7.463274,-0.02339351
cell_02964,-3.5941932,5.6730247
cell_02965,5.688566,0.38454482
cell_02966,-2.1939495,7.415627
cell_02967,-3.4058487,6.7903776
cell_02968,5.901,-1.9657576
cell_02969,-5.1190143,4.9095316
cell_02970,3.1831796,4.008586
cell_02971,6.2406774,-1.9877126
cell_02972,-3.236077,4.05521
cell_02973,8.343872,-4.9763937
cell_02974,3.662418,2.3724139
cell_02975,8.880593,-1.2371124
cell_02976,6.5766454,-3.6119337
cell_02977,9.109117,-1.0616598
cell_02978,6.5723505,-3.5971844
cell_02979,10.388481,-2.0994499
cell_02980,7.286764,-1.4311147
cell_02981,-4.0826983,6.113269
cell_02982,-4.4899054,2.8993614
cell_02983,7.561599,-0.41799918
cell_02984,-4.9154725,2.7128828
cell_02985,-4.434659,6.7455544
cell_02986,-5.2540793,1.6350975
cell_02987,5.9798183,0.35645923
cell_02988,-4.3036113,3.575152
cell_02989,6.849331,-0.24030627
cell_02990,9.68941,-1.8681129
cell_02991,9.796432,-2.9220817
cell_02992,-2.3780706,5.884928
cell_02993,5.039397,-0.1978366
cell_02994,5.1971507,-0.3584567
cell_02995,2.734664,3.5611656
cell_02996,8.507043,-2.6014962
cell_02997,-4.507724,5.039479
cell_02998,8.023135,-2.3266056
cell_02999,-5.332715,3.2880113
cell_03000,8.700429,-2.7669995
cell_03001,5.6295013,-0.24201544
cell_03002,-2.5897286,5.9634137
cell_03003,7.961785,-4.4032845
cell_03004,-5.091385,2.3471463
cell_03005,9.220315,-1.3637941
cell_03006,8.333143,-0.6588982
cell_03007,-5.841186,3.9895215
cell_03008,-4.949023,3.142719
cell_03009,8.795864,-3.3098843
cell_03010,-2.8670568,7.5103984
cell_03011,10.506929,-2.8623688
cell_03012,8.23658,-2.4667978
cell_03013,8.394074,-1.1768262
cell_03014,-3.6534438,5.498543
cell_03015,6.2105446,-3.0437815
cell_03016,10.46077,-2.7247121
cell_03017,-5.443051,2.8102658
cell_03018,-1.551049,6.991387
cell_03019,-4.950234,5.426958
cell_03020,0.7559666,6.3905487
cell_03021,8.85808,-4.3149467
cell_03022,2.9169612,3.444607
cell_03023,6.279434,-0.53602666
cell_03024,-2.765747,7.342143
cell_03025,-4.750772,3.8239484
cell_03026,-4.420305,6.5727453
cell_03027,7.7669187,-4.7055683
cell_03028,6.6351767,0.38332412
cell_03029,-0.119563244,7.348085
cell_03030,6.5291314,-4.666609
cell_03031,-5.428249,2.716596
cell_03032,-3.1973991,5.9605
cell_03033,-3.1930945,5.783655
cell_03034,9.500133,-3.7543097
cell_03035,8.243534,-4.092462
cell_03036,5.699367,-1.2970797
cell_03037,-6.0843563,0.91220236
cell_03038,-4.403377,5.477521
cell_03039,7.5109363,-3.0681617
cell_03040,-0.66512525,7.150067
cell_03041,8.358902,-5.803278
cell_03042,8.392511,-2.642435
cell_03043,2.8502762,4.5344796
cell_03044,6.735105,-2.9398136
cell_03045,7.308761,-5.750805
cell_03046,2.7443085,4.037788
cell_03047,9.168004,-2.1640172
cell_03048,6.8291683,-3.76125
cell_03049,-4.128329,6.8434043
cell_03050,8.157031,-5.716781
cell_03051,-4.730196,3.0710688
cell_03052,8.365771,-2.174165
cell_03053,7.679573,-3.5764654
cell_03054,7.4303775,-1.6382409
cell_03055,4.9802485,2.312037
cell_03056,7.4851804,-0.64789253
cell_03057,-4.029681,3.731445
cell_03058,-3.026182,4.915063
cell_03059,-3.1210866,5.669177
cell_03060,6.1268334,-0.5332454
cell_03061,1.4695067,5.11882
cell_03062,-3.4077573,5.2427273
cell_03063,7.3471966,-3.6407328
cell_03064,-0.94921255,6.9109216
cell_03065,2.9049077,5.2173114
cell_03066,0.4447041,5.46917
cell_03067,-5.2584896,5.039143
cell_03068,7.9195914,-4.1691456
cell_03069,2.7024715,4.838411
cell_03070,-6.664981,1.4085501
cell_03071,8.82287,-5.893953
cell_03072,8.413727,-4.1788025
cell_03073,7.604929,-3.0407507
cell_03074,9.608792,-1.173557
cell_03075,8.554763,-2.9131691
cell_03076,-1.3953737,7.494499
cell_03077,7.3616896,-0.80824864
cell_03078,6.024479,-1.6803452
cell_03079,-2.7806327,5.579547
cell_03080,-3.7918293,5.4802804
cell_03081,-5.2310915,5.502415
cell_03082,8.894386,-1.0276495
cell_03083,7.1128783,-4.2160063
cell_03084,7.79386,-2.4203494
cell_03085,-2.7795794,7.087383
cell_03086,-4.2441,4.8833613
cell_03087,2.9833105,4.127617
cell_03088,6.645252,0.102787904
cell_03089,8.597041,-4.7389503
cell_03090,8.558908,-2.8472633
cell_03091,9.476408,-3.2103875
cell_03092,10.248642,-2.4900854
cell_03093,10.341231,-3.0678065
cell_03094,3.5151594,4.0747557
cell_03095,-5.461269,2.4200678
cell_03096,-5.811436,3.1931317
cell_03097,0.5724413,6.9787364
cell_03098,-3.996864,6.1656575
cell_03099,-4.5001254,4.9046793
cell_03100,7.077453,-5.315864
cell_03101,-4.9873805,6.0900326
cell_03102,8.613034,-2.878851
cell_03103,6.6554575,-4.536087
cell_03104,9.934574,-1.7254304
