,UMAP_1,UMAP_2,UMAP_3
cell_01818,8.332773,3.8364027,-0.5671713
cell_01819,9.595895,-0.4665372,-0.53241014
cell_01820,10.798747,-3.8916876,-0.28558624
cell_01821,8.317718,3.7464173,0.4735009
cell_01822,8.280055,3.0270212,-0.49270606
cell_01823,10.050267,-0.08170658,1.2240579
cell_01824,11.222004,-3.4714522,-0.7964563
cell_01825,-2.842089,3.9921882,4.510631
cell_01826,7.7387676,3.3715217,0.29773617
cell_01827,7.238507,4.3221517,0.5175716
cell_01828,11.332153,-3.7518759,-1.0887555
cell_01829,7.1439095,4.099314,0.14860044
cell_01830,7.0078616,4.5889444,0.83199763
cell_01831,11.045337,-3.0319245,1.1041256
cell_01832,7.0266185,5.1980443,0.61773616
cell_01833,-2.0024319,6.3544526,4.1480227
cell_01834,-1.4278196,5.908987,3.5963876
cell_01835,-1.9586749,4.3215837,3.8320453
cell_01836,-4.1211877,2.832711,4.710651
cell_01837,5.312121,5.932786,1.4290587
cell_01838,11.030517,-2.7542129,0.44592807
cell_01839,10.80679,-4.061438,-0.6653238
cell_01840,-4.075315,3.7790751,4.210438
cell_01841,9.460409,-0.42606682,-1.3142517
cell_01842,-1.3661923,5.621027,4.354001
cell_01843,11.368754,-2.6059754,-0.20958452
cell_01844,-1.357326,6.6103005,4.143868
cell_01845,10.329582,-0.5008238,-0.8511408
cell_01846,0.2936366,6.998431,2.2559009
cell_01847,10.676236,0.051805835,-0.33405295
cell_01848,4.1166015,6.2031245,1.0637853
cell_01849,10.566931,-2.5419908,-0.52914613
cell_01850,-0.48912728,5.594805,3.0876365
cell_01851,11.662167,-2.6383636,0.41126284
cell_01852,7.797019,3.405505,-0.026135972
cell_01853,10.333575,-1.5719888,-1.2163703
cell_01854,11.505019,-2.8397098,-1.2809032
cell_01855,11.069778,-2.1924407,2.5587645
cell_01856,-0.80934477,5.533653,2.8825405
cell_01857,-0.14683746,6.561904,3.40248
cell_01858,-0.59603465,6.0014653,3.8314226
cell_01859,-0.8804962,5.8182335,2.7682896
cell_01860,8.819382,1.3706007,-1.0916904
cell_01861,10.864641,-2.4029126,-1.6853142
cell_01862,11.23953,-3.637245,-1.5700068
cell_01863,8.482126,2.7750964,-0.45647082
cell_01864,9.429956,-0.401002,-0.719435
cell_01865,11.371102,-1.9755454,2.211152
cell_01866,10.329026,-3.9048722,-0.66127926
cell_01867,-1.718224,6.130574,3.7071397
cell_01868,9.165517,2.3790352,-0.5492275
cell_01869,9.998202,-4.149475,-0.22643119
cell_01870,0.103896335,6.155356,2.2162986
cell_01871,6.2139235,5.7872367,1.1974884
cell_01872,11.789494,-2.8067887,1.5798521
cell_01873,10.860804,-1.4300822,2.3971798
cell_01874,10.070251,-3.5079923,-0.7103102
cell_01875,11.142569,-2.7287238,-1.764731
cell_01876,-0.5644523,5.4857607,3.2342992
cell_01877,0.064307295,6.7381587,2.1468036
cell_01878,8.216134,1.9825984,-0.38040778
cell_01879,9.499633,1.0672829,-0.6864595
cell_01880,8.053192,3.5569386,-0.3063844
cell_01881,10.324721,-1.3363682,-0.01669715
cell_01882,4.687661,6.2749195,1.7360853
cell_01883,10.414766,-3.836311,-0.4365033
cell_01884,0.4322577,6.786393,2.2190998
cell_01885,0.9828128,6.415126,2.8925955
cell_01886,-1.8633412,4.7177577,3.0776863
cell_01887,-1.6010699,5.9582076,3.4177885
cell_01888,11.01157,-4.0118127,0.06312568
cell_01889,6.442094,5.615887,1.3453037
cell_01890,-1.2735032,6.0020823,3.9275362
cell_01891,11.401377,-2.8696961,1.1092564
cell_01892,8.877098,2.2043264,-0.94854504
cell_01893,-4.643149,3.5304363,4.087501
cell_01894,0.031642877,6.3455706,1.9632528
cell_01895,-1.5508928,5.4121957,3.2737565
cell_01896,10.780476,-0.43853965,1.9353371
cell_01897,-0.8353268,6.227185,2.3252892
cell_01898,-3.5555048,4.1136847,4.6852326
cell_01899,-3.8173847,3.8396165,4.5066123
cell_01900,9.009404,1.0568873,-0.20342074
cell_01901,-4.6252594,3.8978376,4.7488875
cell_01902,11.4206085,-2.7136002,0.704193
cell_01903,-1.2623225,5.637326,3.0371
cell_01904,9.152786,0.9269456,-1.16195
cell_01905,6.4434643,5.705666,0.8974675
cell_01906,6.2692537,5.422463,1.0680276
cell_01907,-2.535252,4.30067,3.877978
cell_01908,10.14073,-2.3555653,-0.26705614
cell_01909,10.911641,-2.5815237,1.8262525
cell_01910,-4.224849,3.5644472,4.9563913
cell_01911,-1.3395268,6.8641,3.1465602
cell_01912,11.491859,-2.2393937,-0.7420532
cell_01913,8.615694,2.043506,-0.32378054
cell_01914,-2.3362086,5.240917,4.3787923
cell_01915,-0.97280943,5.281367,3.8914948
cell_01916,10.31702,0.24100955,1.1563091
cell_01917,10.689513,-2.462151,-1.9726354
cell_01918,9.569481,0.5785784,-0.90744877
cell_01919,11.096653,-1.921506,-0.43699843
cell_01920,7.8255944,3.7422156,-0.029375715
cell_01921,0.19423752,6.349396,2.37096
cell_01922,6.8321238,5.144009,0.1585626
cell_01923,2.5988808,6.8265696,1.9833429
cell_01924,-1.0167286,5.4947267,2.7418232
cell_01925,-3.8788695,3.6364777,4.6329713
cell_01926,1.7951651,6.860302,3.0288036
cell_01927,10.796299,-1.3759512,0.18209937
cell_01928,-4.4841003,3.7815332,4.7592144
cell_01929,5.0928006,5.9476013,0.74335337
cell_01930,10.387728,-0.22669716,-0.8551733
cell_01931,9.618922,0.31894705,-0.114096306
cell_01932,11.3051815,-2.8795917,-1.7776326
cell_01933,10.745133,-2.2719214,-0.90628594
cell_01934,10.157077,-1.7097723,1.0606037
cell_01935,-3.0597782,4.3725295,3.802655
cell_01936,6.681564,5.1772976,-0.21803391
cell_01937,9.665338,0.84370434,0.17279983
cell_01938,-0.5124757,6.0324626,3.1135054
cell_01939,-3.6857936,3.592367,3.837941
cell_01940,-1.0366391,5.8788996,2.4768572
cell_01941,6.817337,5.4309306,0.57151884
cell_01942,4.3511825,6.354383,0.79957104
cell_01943,-1.5746905,5.98681,2.9179666
cell_01944,11.307077,-1.8871795,-1.008916
cell_01945,11.6450205,-0.9445843,1.938845
cell_01946,-1.3727947,5.392289,4.13729
cell_01947,10.153559,-3.6062245,-0.015487627
cell_01948,-4.0991907,3.4852655,4.5082874
cell_01949,9.599881,-3.5495248,-1.1937106
cell_01950,11.728121,-1.4288924,2.3673275
cell_01951,-4.2532806,3.0535536,4.2678914
cell_01952,11.523871,-1.6615447,0.32922167
cell_01953,10.436182,-3.5190468,0.95038366
cell_01954,10.45879,-2.570144,-1.8920419
cell_01955,11.595413,-3.0278304,-0.24127102
cell_01956,8.381223,2.3405232,-0.7293369
cell_01957,-2.9550126,5.4125247,3.505713
cell_01958,10.765316,-2.561189,-1.8796492
cell_01959,10.258534,-0.23949711,-0.18073514
cell_01960,10.3333235,-0.77076286,-1.4442722
cell_01961,4.6973047,6.000563,1.693527
cell_01962,9.482909,1.0348831,-1.022975
cell_01963,-1.1891534,4.5836806,4.1050825
cell_01964,11.496372,-2.1525755,-0.90519375
cell_01965,-2.6791446,4.3617926,4.5485315
cell_01966,10.550985,-2.0945358,2.006921
cell_01967,11.177447,-3.725948,-1.2376326
cell_01968,5.8967505,5.2815433,0.29178283
cell_01969,8.409429,3.4200878,0.18987325
cell_01970,0.58385783,6.4278836,2.7947576
cell_01971,10.941804,-3.9930599,-0.900134
cell_01972,10.946635,-2.5342062,0.3091665
cell_01973,3.161921,6.744376,2.1987364
cell_01974,-2.062553,5.6558485,4.1492596
cell_01975,-0.11951396,5.2109523,3.4617167
cell_01976,7.59989,4.9550543,0.39013377
cell_01977,11.143932,-2.9288664,-1.8846473
cell_01978,11.243691,-1.4533304,-0.22111525
cell_01979,-1.4786628,6.20695,3.3957849
cell_01980,10.931403,-1.7924503,0.7756465
cell_01981,3.0288622,6.597934,1.6634352
cell_01982,10.675972,-2.0415635,1.6968073
cell_01983,-0.9692226,6.693502,3.4878454
cell_01984,10.060117,0.52116364,-0.8340133
cell_01985,11.281903,-2.2486763,2.4605083
cell_01986,-0.8876679,4.98967,2.7546113
cell_01987,10.668493,-0.712291,1.4646707
cell_01988,10.424307,-1.8774357,1.9465896
cell_01989,-1.7935218,5.81497,3.3363132
cell_01990,-2.5549226,3.742895,4.2477407
cell_01991,11.003362,-0.57400817,0.4291493
cell_01992,1.3678068,6.3233123,2.0627093
cell_01993,-2.894603,4.621079,4.5637035
cell_01994,7.113005,4.606934,0.920713
cell_01995,10.617645,-1.8232269,-1.5123355
cell_01996,-0.6936337,5.7565904,2.30816
cell_01997,1.2038181,6.848312,2.2985108
cell_01998,11.181383,-3.5258667,0.54537874
cell_01999,8.55796,2.5966053,-0.49605864
cell_02000,11.203736,-0.88336515,2.0552337
cell_02001,6.039872,5.444675,1.0987949
cell_02002,11.070559,-0.96105856,1.999322
cell_02003,10.218569,-1.2683213,-1.4291588
cell_02004,-2.9476168,4.8068,4.474995
cell_02005,10.96285,-2.962566,1.1296369
cell_02006,7.363502,4.0373354,-0.27631167
cell_02007,-2.4762366,5.3409696,3.3612404
cell_02008,-1.973629,5.082109,3.9701777
cell_02009,10.295296,-1.6763462,-1.3942596
cell_02010,-3.9371984,3.4675276,3.9763787
cell_02011,-0.08670998,5.4261103,2.275579
cell_02012,-2.3800185,4.663717,4.194804
cell_02013,5.2199435,5.8624187,0.9494687
cell_02014,4.5689445,6.459596,2.0121553
cell_02015,8.3523035,2.9810286,0.24105127
cell_02016,-0.09914976,7.0677505,2.8982384
cell_02017,-4.0387053,3.805898,4.871142
cell_02018,9.902622,-0.10586066,-0.5599772
cell_02019,2.542511,6.588459,2.5207255
cell_02020,10.021931,-0.4908405,1.3379592
cell_02021,-3.22757,5.2823653,3.9836292
cell_02022,-4.487402,3.3772178,4.840233
cell_02023,-0.67346877,6.654712,3.3262427
cell_02024,7.0725217,5.057293,0.66835606
cell_02025,3.4841897,7.0778995,1.761394
cell_02026,11.768574,-1.4918711,1.8969051
cell_02027,3.2552123,6.6574497,1.7508765
cell_02028,9.270734,2.4471037,0.09231157
cell_02029,10.200549,-0.031513292,-0.99344844
cell_02030,-4.3487253,3.9045835,4.3380637
cell_02031,7.98154,2.8609674,-0.42030984
cell_02032,1.6890157,6.803497,3.109279
cell_02033,4.2073135,6.801969,1.7370588
cell_02034,-1.2260748,4.773524,2.5592453
cell_02035,11.10795,-3.1147423,-0.3822445
cell_02036,11.855371,-1.484461,1.6531882
cell_02037,-4.3452344,3.3788223,4.349542
cell_02038,9.4382515,0.46830446,-1.161828
cell_02039,10.11239,-3.0942478,-0.28427437
cell_02040,-0.42518702,5.9878545,2.5031798
cell_02041,11.585637,-2.0767634,0.37262553
cell_02042,10.382304,-0.45335382,-0.76295364
cell_02043,11.335514,-1.9987439,0.65013874
cell_02044,9.99624,-3.5721633,-0.41662952
cell_02045,-3.5857337,3.9303107,3.858373
cell_02046,5.5331388,5.5460687,0.4463038
cell_02047,8.337922,2.5865884,-0.45365685
cell_02048,-1.2436188,5.6767654,4.2870517
cell_02049,1.1157838,6.846471,1.960655
cell_02050,10.764338,-3.7666426,-0.5675982
cell_02051,-4.428861,3.815818,4.538741
cell_02052,6.3421116,5.114509,0.2940209
cell_02053,9.933638,-3.3521597,-0.6570902
cell_02054,1.1655966,6.1086264,2.5763192
cell_02055,7.227755,4.434807,0.9429098
cell_02056,11.521703,-3.1099975,0.2819602
cell_02057,6.3737364,4.9606686,-0.13493559
cell_02058,-1.948283,4.2774773,4.642636
cell_02059,-3.390199,4.8253813,4.0220795
cell_02060,11.183952,-1.4199324,2.622041
cell_02061,-0.7227447,5.501902,3.0306864
cell_02062,7.5143256,4.0596066,-0.66618925
cell_02063,-2.5840678,4.716456,3.4664617
cell_02064,5.516252,5.890601,1.7006894
cell_02065,10.162743,-3.0387046,-0.31378207
cell_02066,7.8573976,3.8612425,0.0032939417
cell_02067,11.968576,-1.2768282,1.8325931
cell_02068,-0.3573963,5.6931343,3.895021
cell_02069,7.480145,3.930568,-0.18581903
cell_02070,11.697898,-0.8023029,2.0702543
cell_02071,5.408248,5.63519,0.6471307
cell_02072,-0.30906132,6.627529,2.8039496
cell_02073,10.526484,-3.3603137,0.42056024
cell_02074,2.7964246,6.908466,2.1344454
cell_02075,9.003328,2.693166,0.4505129
cell_02076,10.951191,-2.1530242,2.639485
cell_02077,-1.9287604,5.64466,4.2509727
cell_02078,0.59064704,6.70857,3.2852356
cell_02079,-3.9064775,3.6102867,4.116179
cell_02080,3.3408122,6.557767,2.2556615
cell_02081,-0.84124255,5.0428534,3.1882133
cell_02082,10.669346,-2.187907,-0.22435646
cell_02083,-1.3024006,5.749691,3.1398404
cell_02084,10.029728,-1.2270272,1.7871879
cell_02085,-0.14814141,6.435963,3.5490978
cell_02086,2.3848605,6.772265,2.3485818
cell_02087,1.8216164,6.0577407,2.397828
cell_02088,11.121153,-0.60843235,1.2676203
cell_02089,6.4143505,5.278933,0.075389825
cell_02090,2.4276242,6.8855696,2.190932
cell_02091,9.833454,-4.1107397,-0.8900525
cell_02092,9.982315,0.17801388,-0.5335726
cell_02093,-1.1385102,5.506135,3.2458525
cell_02094,11.045049,-3.0655468,-1.5157826
cell_02095,1.455628,6.891708,2.6452792
cell_02096,-3.7853088,3.4130604,4.9271774
cell_02097,7.2805367,4.0694213,0.010694067
cell_02098,-1.5784853,5.543921,3.6336331
cell_02099,-0.76932895,5.5862,2.2554739
cell_02100,11.852655,-1.5727959,0.078751266
cell_02101,-1.8741232,5.954877,4.0771403
cell_02102,11.147171,-2.8874724,0.78299195
cell_02103,11.167688,-2.7573574,-0.14542662
cell_02104,9.523805,-0.32975096,-0.48817852
cell_02105,10.112744,-1.9840279,0.030434793
cell_02106,10.098051,-0.9439026,-1.541356
cell_02107,11.759087,-2.765976,1.056667
cell_02108,1.290745,6.511682,2.3484213
cell_02109,-2.6397736,5.734774,3.920895
cell_02110,8.368381,3.0672028,-0.68868315
cell_02111,7.863237,3.16536,-0.5252665
cell_02112,-1.4627048,5.0903797,4.4745955
cell_02113,9.805678,0.6253764,-0.96909314
cell_02114,-4.360449,4.0676694,4.842229
cell_02115,10.6921215,-2.4781015,0.9065994
cell_02116,-0.011763077,6.075036,3.268689
cell_02117,-4.1522074,3.676046,4.987166
cell_02118,-2.3994842,5.6755176,3.9682727
cell_02119,-1.1057292,6.165569,2.307289
cell_02120,0.054773603,5.4281874,3.5361087
cell_02121,-3.880426,3.7763755,4.3430037
cell_02122,-0.48970675,6.1655264,3.2357485
cell_02123,-0.728098,6.1297903,3.4416044
cell_02124,3.169014,7.0092535,2.132456
cell_02125,2.6044633,6.801789,1.5800658
cell_02126,1.467098,6.446135,3.0433738
cell_02127,0.4199915,5.966517,2.2973034
cell_02128,-2.9517992,4.69817,4.2936788
cell_02129,-3.735624,3.2891605,4.282099
cell_02130,-0.27263188,5.9523926,3.6835802
cell_02131,10.676146,-2.4544477,-1.1990747
cell_02132,11.732247,-1.3828554,1.8205454
cell_02133,11.764492,-1.7661773,1.392441
cell_02134,7.4207997,4.0112123,-0.5009019
cell_02135,8.968211,1.7456955,-0.90266395
cell_02136,0.56765467,6.327218,2.9143403
cell_02137,10.25956,-3.096049,-1.2189382
cell_02138,10.727353,-2.5595675,0.7055986
cell_02139,11.355305,-3.4285686,-0.8580508
cell_02140,10.373844,-3.880189,0.22251326
cell_02141,5.569018,6.090889,1.3904452
cell_02142,10.716046,-1.6506399,0.5038242
cell_02143,10.80631,-0.47605827,2.0591273
cell_02144,0.09483495,6.5347877,2.1696188
cell_02145,11.023641,-1.6173085,2.9043646
cell_02146,-2.5675528,4.3953266,3.6248937
cell_02147,11.509109,-2.5850935,-1.8229778
cell_02148,10.225115,-2.7120402,0.6130783
cell_02149,-2.7772703,4.8665795,3.1226923
cell_02150,10.325503,-2.4867613,-1.5498023
cell_02151,-3.3888693,3.9391148,4.9138937
cell_02152,9.635263,-3.5441005,-0.88077354
cell_02153,10.434153,-2.405147,2.0293858
cell_02154,10.081107,-0.6005174,-1.1990912
cell_02155,10.756986,-3.3222091,-1.40167
cell_02156,-3.539371,4.4689584,3.8173347
cell_02157,-0.097151086,7.067232,2.4165416
cell_02158,4.1999125,6.310809,1.126365
cell_02159,-3.394394,3.32322,4.836884
cell_02160,6.08187,5.4611764,0.3738269
cell_02161,-0.4970213,7.0260973,2.8396726
cell_02162,3.862623,6.8195763,1.9278727
cell_02163,5.2731295,6.2184157,1.7063543
cell_02164,11.0359,-1.9974401,2.7267783
cell_02165,-0.5210072,6.128717,2.4927714
cell_02166,10.591328,-2.4704144,0.059265077
cell_02167,5.284298,6.2413096,1.3773824
cell_02168,1.6565763,6.2810354,2.4056828
cell_02169,7.8110423,3.7928815,-0.33517045
cell_02170,4.670714,6.497492,1.4602649
cell_02171,-0.08464189,5.2807546,3.8420856
cell_02172,8.05435,3.8774126,-0.53635275
cell_02173,-1.6709548,5.22567,3.5168538
cell_02174,2.7166693,6.4798865,2.6065445
cell_02175,8.555724,2.3828769,-1.079465
cell_02176,4.705582,6.585522,1.6936865
cell_02177,10.97706,-4.222952,-0.30236706
cell_02178,-0.68369806,6.499105,2.1927915
cell_02179,11.566,-2.1012845,2.4138792
cell_02180,10.82485,-1.7194083,1.5072151
cell_02181,10.228017,-4.2095513,-1.0197897
cell_02182,11.41969,-2.8608751,-0.15017313
cell_02183,-1.595828,4.62227,4.0194397
cell_02184,9.370771,2.0510535,-0.06266801
cell_02185,-0.93687654,4.9847484,3.0453105
cell_02186,10.985976,-2.5806808,-1.7045188
cell_02187,9.76693,1.0988742,0.67904544
cell_02188,-0.70549077,6.400782,2.453946
cell_02189,10.44795,-2.9777985,-1.8968025
cell_02190,-2.0752554,4.884565,4.5826426
cell_02191,10.0708475,0.8565308,0.0023441773
cell_02192,10.850856,-0.7129357,0.028415196
cell_02193,-3.492445,4.789342,3.8714988
cell_02194,10.32396,0.020762086,-1.3554676
cell_02195,11.737855,-1.0642926,0.19769765
cell_02196,-3.340447,4.2518373,5.005826
cell_02197,8.975363,2.6343331,-0.16587786
cell_02198,-0.29111165,5.057729,2.9994202
cell_02199,10.079069,-1.7403191,-0.1753995
cell_02200,-1.5544106,4.525582,2.9718032
cell_02201,11.09657,-1.9812574,2.5503206
cell_02202,10.847085,-2.8472672,-1.081811
cell_02203,-1.303431,5.8447847,3.0618868
cell_02204,0.7301619,6.540653,2.9881895
cell_02205,8.969592,1.0396007,-0.62322396
cell_02206,10.837633,-1.1017597,2.5197532
cell_02207,5.6244426,5.8601117,0.55309445
cell_02208,-1.2050294,5.176193,3.0801644
cell_02209,-2.8216352,4.8821144,3.434581
cell_02210,11.091333,-3.1162796,-1.8725685
cell_02211,6.6127667,5.5942073,0.46343347
cell_02212,11.030331,-3.7478359,0.22638638
cell_02213,6.8660407,4.5246854,-0.51684797
cell_02214,11.56926,-2.8291495,-0.011420763
cell_02215,-3.6047492,4.6905227,4.676861
cell_02216,-3.0638688,4.777122,4.6270967
cell_02217,10.901591,-3.9246404,0.043113478
cell_02218,11.447101,-3.7412846,-0.18218102
cell_02219,1.513062,6.7505593,2.4616501
cell_02220,2.315499,6.7879324,1.748305
cell_02221,5.9281125,5.742933,1.3647155
cell_02222,4.3287053,6.192084,2.3581195
cell_02223,-1.0837746,6.141623,4.1400313
cell_02224,11.062419,-2.919443,0.4803915
cell_02225,-0.19784676,5.718282,2.961394
cell_02226,10.098011,-2.6384296,-0.9942653
cell_02227,-2.950155,5.3128476,3.7661235
cell_02228,-4.1682043,3.465382,3.9349735
cell_02229,11.332687,-1.7737612,0.41892138
cell_02230,1.7217057,6.3890038,2.7903523
cell_02231,10.109819,-0.13134918,-1.2718645
cell_02232,-2.7776792,5.6570373,3.8463702
cell_02233,11.309144,-2.77782,0.5675006
cell_02234,11.175658,-1.4688615,0.48337284
cell_02235,12.01656,-1.7897793,0.3309614
cell_02236,-0.83021575,5.027846,3.0287647
cell_02237,0.26262867,6.6419654,2.6593187
cell_02238,2.5636823,6.692678,2.125183
cell_02239,8.60319,2.7763872,-0.79698366
cell_02240,-0.015432734,6.4096246,3.3921597
cell_02241,-3.182037,4.982111,4.611683
cell_02242,2.1575985,6.125169,2.5110817
cell_02243,-1.0667304,5.8244777,4.092731
cell_02244,3.4081273,6.993298,1.6399777
cell_02245,-0.72034603,4.9733706,3.4704943
cell_02246,-0.966256,5.358557,3.4369185
cell_02247,10.700534,-0.69756126,-0.16994561
cell_02248,3.5705328,6.6484256,1.5661205
cell_02249,1.6573315,6.7049804,3.051145
cell_02250,8.641417,2.3947475,0.04891968
cell_02251,11.377052,-0.66913295,1.6917262
cell_02252,3.432731,6.4080286,2.3847177
cell_02253,9.539148,0.92814463,-1.1454604
cell_02254,11.033527,-3.9334412,-0.20696256
cell_02255,8.51657,3.2973323,-0.13439281
cell_02256,10.657209,-3.7007248,0.059216317
cell_02257,10.731705,-1.8503109,1.6838944
cell_02258,-2.8916044,4.272254,4.799227
cell_02259,5.2440996,5.855773,1.3476236
cell_02260,10.409669,-1.9480284,0.7794833
cell_02261,10.898098,-1.7640493,1.9951259
cell_02262,5.7419434,5.502082,0.6607855
cell_02263,-2.1427798,4.0406632,4.334043
cell_02264,8.5989275,1.7645187,-0.21712644
cell_02265,-2.799871,4.356339,4.135082
cell_02266,11.40915,-2.1375833,-1.6533804
cell_02267,8.81604,3.1312473,0.38715038
cell_02268,11.292816,-0.6913842,1.6030146
cell_02269,11.206737,-2.392976,-1.7390059
cell_02270,10.584978,-1.0658121,0.6961617
cell_02271,10.303086,0.52328604,-0.5720309
cell_02272,10.38853,-2.816475,-1.595639
cell_02273,11.115509,-1.4267424,1.2382458
cell_02274,10.834033,-2.1803,2.2803855
cell_02275,-3.5419145,3.2687635,4.6442747
cell_02276,9.391857,0.5751797,-0.52202
cell_02277,-1.0779834,6.2842836,2.9517715
cell_02278,10.722855,-3.2522707,0.6971868
cell_02279,10.338431,-0.25349873,1.0147831
cell_02280,4.3274093,6.4042516,0.86599934
cell_02281,-1.1075716,5.041047,3.6563077
cell_02282,1.488226,5.9523964,2.7883055
cell_02283,10.824584,-0.7297801,-0.21405347
cell_02284,-1.3054448,6.040919,2.8477557
cell_02285,-2.835694,4.6838846,3.5569315
cell_02286,10.31883,-3.3882165,-0.8740534
cell_02287,10.536918,-2.7441096,-1.9404912
cell_02288,-1.3916,6.499077,3.261186
cell_02289,-0.697023,6.043054,2.0694668
cell_02290,11.4156275,-2.8306494,0.34556162
cell_02291,9.841913,-2.4458685,-1.5419229
cell_02292,9.301611,0.652088,-0.9474997
cell_02293,0.6836542,5.843151,2.5758069
cell_02294,0.54789376,7.0379076,3.0724316
cell_02295,-3.631915,3.334941,4.6896267
cell_02296,10.475254,-1.8388879,-1.3516077
cell_02297,-4.490922,3.6814172,4.4409122
cell_02298,-4.132794,3.0786076,4.5090675
cell_02299,10.630593,-1.0185692,2.0440538
cell_02300,10.260733,-3.721186,0.32733354
cell_02301,11.273488,-2.3414557,0.28009877
cell_02302,6.878018,5.062403,1.0046626
cell_02303,7.9745584,3.9908652,0.5328319
cell_02304,4.7058177,6.251693,0.9842838
cell_02305,1.216722,6.299129,3.317179
cell_02306,8.001887,3.4651134,-0.79779685
cell_02307,5.148285,6.249731,1.450408
cell_02308,10.012833,0.027925743,-0.35933116
cell_02309,11.204227,-1.6783394,1.5248203
cell_02310,9.810527,-3.6465943,-1.1053417
cell_02311,-3.1925204,5.0381126,4.0299726
cell_02312,3.2204638,6.5848227,2.2227898
cell_02313,-1.265486,6.7470064,3.0820143
cell_02314,2.5325298,6.6752896,1.6830949
cell_02315,-0.13102302,6.3934054,3.007917
cell_02316,-1.7502658,5.426002,3.1483688
cell_02317,11.113349,-2.4250886,-0.36818913
