,UMAP_1,UMAP_2,UMAP_3
cell_03842,9.457992,-1.7865915,-1.1130595
cell_03843,10.602847,-0.60662836,1.0227199
cell_03844,10.834877,-3.536644,0.8614821
cell_03845,8.892345,2.0471857,-0.8042876
cell_03846,9.603286,-3.8051665,-0.7290816
cell_03847,10.447566,-0.29624823,1.4747922
cell_03848,-0.9634865,5.5730224,4.206767
cell_03849,-0.075510874,6.16753,2.187056
cell_03850,5.366867,5.886086,1.3315861
cell_03851,0.06614992,6.8768177,2.921647
cell_03852,2.2930274,7.0345745,1.6746742
cell_03853,3.6075208,6.7682886,1.739958
cell_03854,10.458112,0.4735608,0.05759128
cell_03855,-0.82455695,5.150391,2.7740126
cell_03856,11.004841,-2.9806595,-1.9008139
cell_03857,5.477034,6.164925,0.77099115
cell_03858,10.094248,-2.412994,-0.17875317
cell_03859,-3.4409926,4.551821,4.967742
cell_03860,6.7926083,4.707505,-0.25379634
cell_03861,-4.2678065,3.0766091,4.839949
cell_03862,9.623116,-2.9914129,-0.54833674
cell_03863,1.3990866,7.0297794,2.014699
cell_03864,10.655503,-3.6394804,-0.0132873
cell_03865,0.5020735,6.154526,2.2070162
cell_03866,9.884559,1.3151907,0.4259394
cell_03867,-0.77036947,6.0059385,2.4662306
cell_03868,10.447974,-0.31979376,0.7887885
cell_03869,6.379266,5.254874,0.034357004
cell_03870,2.648707,6.224028,2.3190289
cell_03871,-1.0287939,6.195623,2.3861444
cell_03872,-2.4057648,5.1910934,3.7714803
cell_03873,-2.286703,4.443292,4.417094
cell_03874,10.510974,-2.8992374,1.0902352
cell_03875,4.2223606,6.3687744,1.8176585
cell_03876,-4.3841476,3.013876,4.407928
cell_03877,10.92443,-3.9919608,-0.63083833
cell_03878,-4.156752,3.301376,4.2507567
cell_03879,4.9481535,5.8613367,1.8422077
cell_03880,11.436771,-0.5183208,1.9776509
cell_03881,11.358826,-3.0310748,-0.9164123
cell_03882,10.724894,-3.351316,-0.06614058
cell_03883,5.943367,5.1978045,0.34178478
cell_03884,10.717244,-3.7745385,0.5346288
cell_03885,-3.866915,3.7584107,4.966534
cell_03886,10.637701,-3.093881,0.511164
cell_03887,11.051561,-1.0405173,0.05646763
cell_03888,11.406294,-0.9421655,1.5637811
cell_03889,-0.5982328,6.658948,2.8431726
cell_03890,-1.8876146,5.269837,3.1572678
cell_03891,10.434128,0.06883182,0.64225036
cell_03892,7.6948533,3.235674,-0.50420237
cell_03893,8.923775,2.5625775,0.36815614
cell_03894,10.864614,-3.615923,0.5659745
cell_03895,10.304481,-0.069161825,0.31041256
cell_03896,0.597583,6.517432,3.0122216
cell_03897,4.0884633,6.232831,1.1874892
cell_03898,-2.6282294,5.54785,4.106391
cell_03899,-1.0841192,5.1393948,3.745756
cell_03900,-2.231196,4.775543,4.538015
cell_03901,11.448271,-2.618659,-1.2731978
cell_03902,10.29323,0.07875734,1.2197129
cell_03903,9.609545,1.7145554,0.46566746
cell_03904,2.836965,6.7550893,2.0590658
cell_03905,10.824807,-1.7791324,0.16580951
cell_03906,11.577209,-0.5720101,1.9559201
cell_03907,11.502674,-3.1211832,-1.4905628
cell_03908,9.44775,1.6274635,-0.18917063
cell_03909,10.844339,-4.4233847,-1.0891414
cell_03910,8.697449,3.3858154,-0.25234687
cell_03911,6.665875,4.827517,-0.01276342
cell_03912,11.529973,-2.9832737,-1.6633025
cell_03913,3.7320838,6.224138,2.109821
cell_03914,3.6084516,6.778657,1.6654042
cell_03915,-0.21004902,6.048448,3.019769
cell_03916,9.088317,2.0641077,-0.4415044
cell_03917,8.461129,2.365977,-0.95180297
cell_03918,10.397258,-0.7021971,-1.1608512
cell_03919,5.2615724,6.357863,0.74169904
cell_03920,-0.33766633,5.2442317,2.9966795
cell_03921,11.214293,-3.5674722,-0.10827335
cell_03922,1.854182,6.767536,2.775745
cell_03923,10.389279,-3.2867785,-1.0855544
cell_03924,-2.3212428,5.819365,3.341583
cell_03925,10.003074,0.3567339,-0.5181458
cell_03926,7.93759,3.0875478,-0.78359425
cell_03927,10.877576,-3.1980224,-0.98345613
cell_03928,-2.0301633,4.5268817,3.8016982
cell_03929,11.130931,-1.2019941,1.8416322
cell_03930,8.194681,2.5756955,-0.93487006
cell_03931,10.376244,-0.0062028123,-0.09878664
cell_03932,8.089314,4.0779014,-0.2562196
cell_03933,-4.543521,3.9897785,4.7838864
cell_03934,7.620995,4.6121492,0.4594057
cell_03935,-0.33656725,5.783829,2.7896092
cell_03936,1.2445998,6.865564,2.4096813
cell_03937,10.127287,-0.2368725,0.51254094
cell_03938,8.685761,3.5184293,-0.4617776
cell_03939,-3.6072154,4.246547,3.8648999
cell_03940,-3.3519413,4.642896,4.7284555
cell_03941,-1.96537,6.1242995,3.463376
cell_03942,-1.304475,6.2587132,2.6676095
cell_03943,10.932007,0.21278113,0.78178144
cell_03944,-0.6964197,4.861214,3.458411
cell_03945,11.464053,-0.74020743,1.7000196
cell_03946,-1.0748839,5.8772216,3.0362895
cell_03947,-3.1983216,4.7876396,4.912555
cell_03948,11.201804,-2.7966807,1.1577052
cell_03949,-0.010678978,6.5305543,3.127848
cell_03950,4.6006594,6.1266255,0.8106235
cell_03951,11.159823,-1.6502374,0.42280835
cell_03952,11.578555,-3.330966,-0.8153147
cell_03953,11.06213,-1.6643156,-1.7063022
cell_03954,-3.1546564,3.599684,4.579314
cell_03955,9.127998,0.4815998,-1.0438398
cell_03956,11.034482,-3.515236,0.23292513
cell_03957,11.223106,-1.2700113,2.1967099
cell_03958,-1.5282272,5.0300355,4.2240143
cell_03959,3.9065502,6.364509,2.0790498
cell_03960,0.8169653,5.9453855,2.5595121
cell_03961,-1.8867563,5.5338187,4.5158997
cell_03962,10.45697,-0.4059929,-1.5299686
cell_03963,-0.23280558,6.9630437,2.4702988
cell_03964,1.796641,6.8733196,2.3820987
cell_03965,-3.2827501,5.009819,4.177965
cell_03966,7.545697,3.5283542,0.3689701
cell_03967,-1.3615184,4.7770452,3.0241036
cell_03968,5.0937176,6.54158,1.4584075
cell_03969,-2.2643895,5.7108307,3.7504616
cell_03970,10.04904,-3.4907691,-1.2890801
cell_03971,-1.9009382,5.912908,2.7607973
cell_03972,7.9917893,3.4502246,-0.90534556
cell_03973,-1.198808,5.3393307,3.0878494
cell_03974,-3.5773492,3.8609538,4.2362914
cell_03975,-1.0778629,6.619151,3.856301
cell_03976,-3.0581262,4.9573574,4.68738
cell_03977,-1.921335,5.1216063,4.6003847
cell_03978,8.14194,3.7194808,0.19665015
cell_03979,10.634073,-0.02253135,0.95372945
cell_03980,-2.2633853,4.6604395,4.576055
cell_03981,6.0983877,5.400687,0.95334107
cell_03982,9.948351,0.69538116,-1.1916069
cell_03983,-0.9127937,5.0693426,4.1476583
cell_03984,2.48047,6.8425207,1.8708037
cell_03985,-3.7536504,4.363382,4.013185
cell_03986,-0.58907443,6.461317,4.0147023
cell_03987,6.84632,5.318563,0.825921
cell_03988,10.39199,-2.157498,-1.2744868
cell_03989,11.588612,-1.5108978,1.847375
cell_03990,10.846598,-2.733999,-1.5367712
cell_03991,5.4833465,6.093748,1.6303813
cell_03992,-2.411735,3.915745,4.1563845
cell_03993,0.30476153,6.9378467,3.2114527
cell_03994,-0.9467465,6.7422776,2.9489572
cell_03995,-3.8818655,3.038233,5.023599
cell_03996,-3.2561688,4.016607,3.5458422
cell_03997,5.3741474,5.607826,0.41833988
cell_03998,2.2627146,6.848102,2.511973
cell_03999,-2.382908,5.596333,2.9804037
cell_04000,11.468018,-0.34818727,1.8263654
cell_04001,1.7434256,6.442709,1.9193616
cell_04002,10.619878,-2.1305397,2.1121252
cell_04003,-0.72726184,5.878222,2.7823522
cell_04004,9.037981,2.5320635,-0.26429406
cell_04005,-1.2931465,4.6329927,3.7849405
cell_04006,8.012321,3.6778946,-0.018114142
cell_04007,-2.030659,6.089121,3.2041001
cell_04008,-1.343852,5.054097,4.0483932
cell_04009,9.375751,-0.6196896,-1.2411225
cell_04010,-0.74540156,6.2706003,3.9183905
cell_04011,-1.8448815,5.461387,4.2226233
cell_04012,11.647062,-1.9034467,1.7398881
cell_04013,-3.5747774,3.051869,4.3217535
cell_04014,9.242834,1.3105961,-0.015487757
cell_04015,8.499359,1.616401,-0.7246546
cell_04016,-0.5390839,6.3597145,2.6312618
cell_04017,6.4467125,5.518721,1.35209
cell_04018,-3.3452082,4.577707,4.0962224
cell_04019,10.71875,-1.8367556,-1.2203543
cell_04020,-0.81833714,5.957097,2.5636883
cell_04021,-1.198922,5.8403482,4.184588
cell_04022,0.560999,5.900776,3.3137782
cell_04023,9.882649,-3.8237088,-0.6620784
cell_04024,11.531113,-1.1479714,0.45883915
cell_04025,11.352463,-3.2461197,-1.5458415
cell_04026,10.622689,-0.55032456,-0.56015474
cell_04027,10.48739,-1.058242,0.3189373
cell_04028,7.2884164,4.832794,0.2660047
cell_04029,10.451121,-3.8083208,-1.1799986
cell_04030,8.063304,3.3126216,-0.038022622
cell_04031,1.3062491,6.8656473,2.0022545
cell_04032,9.253432,-0.30804625,-0.55994
cell_04033,9.441291,1.9009032,-0.39174443
cell_04034,-2.2594738,5.5010686,3.9196522
cell_04035,4.273213,6.913587,1.9717194
cell_04036,0.5919653,6.1188893,3.6359165
cell_04037,11.328295,-2.54545,1.2618473
cell_04038,2.7899761,6.552535,2.50241
cell_04039,11.301753,-2.5409825,1.501986
cell_04040,5.8803883,5.6157913,1.4650986
cell_04041,11.276996,-2.6660368,-0.7319381
cell_04042,-0.62246764,4.899134,3.465353
cell_04043,11.296806,-1.9100496,1.9387667
cell_04044,7.9370594,4.159205,0.331304
cell_04045,-0.38438702,5.455523,3.923669
cell_04046,-1.3753494,6.367753,2.6743839
cell_04047,-0.78278816,5.232762,3.312168
cell_04048,2.0743833,6.577126,2.6884878
cell_04049,11.219137,-2.3178298,2.0526392
cell_04050,10.506612,-2.416827,2.1757007
cell_04051,11.0322895,-1.3524349,0.5633601
cell_04052,9.452255,1.867217,-0.3395736
cell_04053,5.5089197,5.6472797,0.3985739
cell_04054,11.338459,-1.3031131,1.2038461
cell_04055,11.553269,-1.9604068,0.31757754
cell_04056,-0.02269598,6.722373,2.2014241
cell_04057,10.735166,-3.0625024,0.07547101
cell_04058,4.6984544,6.4028897,1.8497788
cell_04059,11.083459,-1.7012032,1.3100913
cell_04060,10.444991,-2.9860456,0.9918892
cell_04061,11.3568945,-0.8275861,1.4206537
cell_04062,-1.5607959,5.4436584,4.4646673
cell_04063,9.952102,1.4357841,0.44595093
cell_04064,-1.9114689,4.489812,3.5128512
cell_04065,11.429001,-2.9167306,-0.015293924
cell_04066,-0.04274218,6.408444,2.6947982
cell_04067,10.931654,-1.2906353,-1.5380226
cell_04068,11.215556,-3.1141438,0.8267155
cell_04069,-1.1780092,5.1833653,3.803393
cell_04070,3.3592916,6.516568,1.3638272
cell_04071,10.901907,-0.38819826,1.2961155
cell_04072,5.170152,6.442784,1.7954167
cell_04073,-1.8433682,6.563817,3.2435396
cell_04074,-3.8672104,3.96526,4.0613236
cell_04075,3.85618,6.7504897,1.3592688
cell_04076,9.942886,-2.585261,-0.63168436
cell_04077,8.759986,1.3575969,-0.89130783
cell_04078,-1.9100646,4.9083886,3.1375601
cell_04079,5.2891006,6.219348,0.44927567
cell_04080,2.9307106,6.6108403,2.3377044
cell_04081,-0.15611392,6.0596232,2.464563
cell_04082,11.351634,-1.5357783,-0.5621248
cell_04083,-0.10597261,7.022527,2.2141151
cell_04084,8.506331,2.625537,-0.8615197
cell_04085,10.706073,-2.1991298,2.0654702
cell_04086,8.435433,2.6152725,0.049517713
cell_04087,9.795937,-0.93940586,-0.34005505
cell_04088,-4.1236634,4.0364046,4.280079
cell_04089,-1.6416298,6.52307,2.9337602
cell_04090,-3.007792,4.488489,3.7689958
cell_04091,10.813308,-1.8490779,-0.7693071
cell_04092,10.440172,-2.8331652,0.24734679
cell_04093,-1.3893675,4.620287,3.4140592
cell_04094,-1.21367,5.382729,2.3580267
cell_04095,0.5034319,6.1188235,2.2428277
cell_04096,9.825508,0.7880872,0.8333285
cell_04097,10.314231,0.08460128,1.4565603
cell_04098,10.351305,-2.3085802,1.5038563
cell_04099,10.888718,-2.7730148,-2.000551
cell_04100,-0.6114595,6.747085,2.930965
cell_04101,9.839917,-1.5697863,-0.89667124
cell_04102,8.231661,1.814715,-0.6158719
cell_04103,0.028561682,6.5060434,3.0968645
cell_04104,10.86594,-2.2334685,1.1482848
cell_04105,-2.5571206,3.9787507,4.0015097
cell_04106,10.954514,-1.7149075,0.968216
cell_04107,10.63096,-1.7546629,-1.4328634
cell_04108,10.807013,-3.2598822,0.7431149
cell_04109,8.033441,3.0576122,-0.26000777
cell_04110,0.4905212,6.21999,3.1991625
cell_04111,10.620442,-3.6932967,-1.1186552
cell_04112,10.38708,-2.0486937,2.352997
cell_04113,7.4169674,3.7932193,0.19413929
cell_04114,10.089638,-2.310447,-0.86418355
cell_04115,0.09595783,5.471936,3.6175628
cell_04116,9.308878,1.0934932,-1.1276057
cell_04117,10.1247425,-3.5280046,-0.9700152
cell_04118,0.065874286,6.619344,2.678628
cell_04119,7.043967,4.425685,-0.5790485
cell_04120,10.573859,-2.124711,2.4968011
cell_04121,11.1453905,-1.9376463,0.41300195
cell_04122,10.527977,-3.3594997,-1.813914
cell_04123,3.3979146,6.860084,1.7809227
cell_04124,11.300063,-3.2476838,-1.5858479
cell_04125,-1.673975,6.0247364,4.3081083
cell_04126,8.102387,2.7208018,-0.34410724
cell_04127,6.714742,4.5429373,-0.09639256
cell_04128,11.606145,-2.72111,1.1329734
cell_04129,10.410962,-2.74582,0.008991016
cell_04130,9.665741,-2.7283857,-0.8343297
cell_04131,10.254994,0.26404595,-0.34373227
cell_04132,4.7979035,6.061556,0.7210304
cell_04133,8.574432,2.9373477,0.029699048
cell_04134,7.4167824,3.6958866,0.07115371
cell_04135,-4.6641483,3.6528583,4.708643
cell_04136,8.386648,3.5264158,0.123074934
cell_04137,9.873695,-3.6997035,-1.1347864
cell_04138,10.88287,-1.6536592,-0.071781
cell_04139,11.395645,-1.5518932,0.018221792
cell_04140,4.047977,6.141265,1.880124
cell_04141,9.121664,2.1708498,0.42225978
cell_04142,-3.592952,3.3240805,4.0019236
cell_04143,3.1426177,6.7932196,2.0636735
cell_04144,6.627846,4.8499966,-0.34277347
cell_04145,-1.5717483,5.6160755,3.14698
cell_04146,-4.3548083,3.8482735,4.187013
cell_04147,10.054871,-0.7307971,-1.1024634
cell_04148,6.1699276,5.481052,1.3562088
cell_04149,4.4127364,6.6566024,1.4216266
cell_04150,-0.28832665,5.8539195,2.2638009
cell_04151,8.280938,2.6537662,-0.9275194
cell_04152,6.3304806,5.3698525,1.2832241
cell_04153,6.717383,4.7077684,-0.3675096
cell_04154,9.562355,1.5113972,0.393197
cell_04155,-4.3409667,3.4728262,3.8549588
cell_04156,10.912206,-1.788473,2.0367303
cell_04157,-3.5158823,4.3612747,4.056068
cell_04158,5.678121,5.5963464,0.96269935
cell_04159,-1.9132893,5.7211895,3.2867284
cell_04160,8.369922,3.0541615,0.15290074
cell_04161,0.51970685,5.6991854,2.9304883
cell_04162,10.945662,-1.4885987,2.0312946
cell_04163,4.2130747,6.24094,2.0327168
cell_04164,10.139999,-0.60598147,-0.47688073
cell_04165,-0.24440496,5.570893,3.3377368
cell_04166,-4.2797375,3.760593,4.04937
cell_04167,4.1204834,6.3383627,2.059084
cell_04168,8.400241,2.0205073,-0.8369481
cell_04169,7.1305876,4.7498364,0.8930238
cell_04170,11.357421,-1.4014572,2.9089
cell_04171,11.046869,-2.297453,-1.8790481
cell_04172,10.600973,-4.003019,0.4446551
cell_04173,1.0510273,6.6743746,3.3332133
cell_04174,11.159152,-2.7828178,-1.1611911
cell_04175,8.852916,1.7654011,-1.2370979
cell_04176,10.219544,0.24101023,-1.4477404
cell_04177,10.314109,-4.192858,-1.059382
cell_04178,10.41819,-0.063421644,-0.6636766
cell_04179,11.715853,-2.3391151,0.98823214
cell_04180,10.28763,-1.5237104,-1.5359129
cell_04181,-1.4440197,5.274084,4.401217
cell_04182,11.290286,-0.81027365,-0.13941564
cell_04183,7.0202074,4.9273996,-0.019627646
cell_04184,11.563519,-3.0810122,0.91200453
cell_04185,11.224224,-1.9766253,-1.0606843
cell_04186,-2.2773926,5.5202775,4.569854
cell_04187,-1.819395,4.37735,3.640621
cell_04188,-3.0077538,4.134612,4.7120013
cell_04189,6.9354777,4.253149,-0.43914238
cell_04190,-2.7122314,4.081808,3.6792448
cell_04191,10.266908,-2.33528,0.70524335
cell_04192,9.444967,1.355335,0.1460766
cell_04193,11.041508,-2.887959,-0.74149865
cell_04194,-0.19482732,6.974886,3.26724
cell_04195,8.218226,3.1264348,-0.18963411
cell_04196,-2.5007455,6.0052667,3.4636168
cell_04197,11.660511,-2.6648943,-1.3904034
cell_04198,-0.6409944,5.077167,3.595381
cell_04199,-3.001483,3.5352943,4.069108
cell_04200,-1.2227851,6.0570755,3.994841
cell_04201,10.970263,-3.3892393,0.6963479
cell_04202,-2.219217,4.9720106,3.025977
cell_04203,10.2344055,-0.28546143,-0.7509725
cell_04204,11.458235,-0.7281609,2.172568
cell_04205,10.632917,-3.628655,-0.7076391
cell_04206,-2.131726,4.9819136,2.8739758
cell_04207,-3.0631137,4.0134926,4.643782
cell_04208,6.5655427,4.9912047,1.1638656
cell_04209,-1.2639822,5.486566,3.966604
cell_04210,9.955186,-1.7974302,-1.7422633
cell_04211,2.6044157,6.4960346,2.6134892
cell_04212,6.4104624,5.448177,0.8807478
cell_04213,-1.9565151,5.0613413,3.9554818
cell_04214,9.300062,0.30642536,-1.1750094
cell_04215,-1.5568986,6.411434,2.90545
cell_04216,10.302063,-2.1298406,0.24493626
cell_04217,-3.2201333,4.746568,4.7344294
cell_04218,11.124928,-2.5374777,0.538902
cell_04219,10.280785,-0.04838795,-0.7564326
cell_04220,-0.9000266,6.0288506,3.1816537
cell_04221,-4.1528463,3.7666886,4.7067723
cell_04222,1.334377,6.8757863,2.670091
cell_04223,-1.3068037,4.5654345,3.2273474
cell_04224,-1.8246799,5.2267885,2.6226084
cell_04225,10.394648,-4.079805,-0.14783056
cell_04226,10.1297655,-0.83022255,-0.83781165
cell_04227,-1.653879,4.7846127,3.8959546
cell_04228,8.251483,1.9643371,-0.6719628
cell_04229,-0.5177348,5.759678,2.0897272
cell_04230,11.483819,-2.8425508,-1.4473127
cell_04231,-4.2783127,3.7269204,3.955311
cell_04232,11.001765,-3.8025038,-1.3104231
cell_04233,10.61372,-2.1856077,0.6874716
cell_04234,-3.047592,3.7385135,4.330245
cell_04235,-1.7761666,6.216801,3.0642917
cell_04236,3.8705149,6.8893647,2.1560795
cell_04237,10.605687,-3.447667,-1.4700346
cell_04238,9.41881,1.6507024,-0.43326288
cell_04239,10.124133,-1.287293,1.4154234
cell_04240,10.475812,-3.5567575,-1.3250312
cell_04241,10.931758,-2.009473,1.9365444
cell_04242,6.877837,5.221603,0.13994911
cell_04243,7.722977,3.5105608,-0.41837218
cell_04244,9.451529,-1.8112628,-1.0168715
cell_04245,-0.15556304,5.9294324,2.415574
cell_04246,10.922302,-2.4427164,0.2212632
cell_04247,-4.176724,3.5307755,4.1910343
cell_04248,-1.18122,5.495708,2.5961046
cell_04249,10.581055,-3.0534809,-1.4723862
cell_04250,1.0637397,7.1519513,2.5062704
cell_04251,-1.9986576,5.3874717,2.9514341
cell_04252,-1.311445,5.1281857,3.0085714
cell_04253,9.116641,2.5118034,-0.3942314
cell_04254,11.246282,-2.9771805,1.2728615
cell_04255,-3.3674703,4.4216394,4.8979263
cell_04256,-4.1566305,2.9619768,4.5288405
cell_04257,7.032802,4.7949176,0.7110523
cell_04258,10.561273,-3.1833496,0.50161165
cell_04259,-0.21740885,6.3072824,2.6004815
cell_04260,11.654602,-2.7799582,1.0417614
cell_04261,11.010038,-3.4956064,0.10419734
cell_04262,-0.70079696,6.994716,3.0795202
cell_04263,11.376707,-1.8860589,0.5429352
cell_04264,10.460111,-0.36580136,0.3945013
cell_04265,8.05164,3.4688723,-0.14926901
cell_04266,5.1580863,6.3018074,1.3958771
cell_04267,12.013879,-1.7317306,-0.10939224
cell_04268,11.806501,-1.7891523,0.55644023
cell_04269,9.917851,-3.6769493,-0.7651648
cell_04270,11.624412,-1.9250221,-0.049329206
cell_04271,6.873382,5.181842,-0.061101582
cell_04272,10.530602,-3.6069732,-0.6884471
cell_04273,11.723295,-1.5792578,2.4958315
cell_04274,-0.9808293,6.6900387,2.9738255
cell_04275,-3.6861057,3.4898424,4.483144
cell_04276,4.012972,6.919785,1.7588799
cell_04277,9.686701,-3.580382,-0.6725397
cell_04278,-0.64648265,6.9016166,2.6152394
cell_04279,10.507693,-0.13422683,1.5323557
cell_04280,-4.239255,3.1384864,4.863241
cell_04281,1.6492999,6.7511315,1.8311489
cell_04282,9.507754,0.1397015,-0.781246
cell_04283,-1.7018552,4.4473248,4.510827
cell_04284,11.009945,-3.5867543,-1.6682842
cell_04285,-1.3822206,4.658275,3.9311595
cell_04286,11.91486,-2.0997112,0.66302615
cell_04287,-1.1371491,5.1299396,2.4197364
cell_04288,11.193769,-2.8029442,-1.1457381
cell_04289,10.35233,0.037814,1.4170784
cell_04290,-2.9132795,5.5066147,3.8348286
cell_04291,-3.2483895,3.7161539,4.703274
cell_04292,-3.9262855,4.166572,4.01438
cell_04293,9.222777,1.5089029,-0.9503882
cell_04294,10.414649,-3.649044,-1.0508847
cell_04295,3.4893725,6.314729,2.2147422
cell_04296,5.421259,6.249725,0.91562486
cell_04297,9.356875,0.91969967,0.03543117
cell_04298,9.480264,1.4070442,-0.6087116
cell_04299,10.280424,-0.46814117,1.2806165
cell_04300,6.1016865,5.0917187,0.627167
cell_04301,10.809452,-2.9687672,-1.4613923
cell_04302,10.479038,-3.5801344,-1.3305627
cell_04303,1.9159697,6.602144,2.1799395
cell_04304,-4.2866564,3.2158067,5.0329733
cell_04305,-3.04742,4.9232674,3.7716062
cell_04306,8.471716,2.4340353,0.050179984
cell_04307,2.1158178,6.481742,2.5644858
cell_04308,11.183428,-1.1524328,2.5536907
cell_04309,9.875359,0.83257717,-1.1930314
cell_04310,9.000732,2.4120688,-0.63032985
cell_04311,10.540161,-1.7745724,0.83998287
cell_04312,-1.3679703,6.4951305,3.4314396
cell_04313,10.108764,-3.2495275,-1.4730282
cell_04314,-4.41572,3.8622024,5.02097
cell_04315,10.163994,-0.48246795,1.1916535
cell_04316,10.655323,-3.368339,0.7319724
cell_04317,10.72215,-3.093184,-1.7059039
cell_04318,10.039886,-3.3874838,0.17157985
cell_04319,4.105371,6.686176,1.9949313
cell_04320,10.181313,-4.4074736,-0.82513446
cell_04321,8.594561,3.0039008,0.03614394
cell_04322,9.797445,0.9700896,-0.67636704
cell_04323,-2.7633464,4.846318,4.4509397
cell_04324,-0.9885601,5.5048847,4.1931577
cell_04325,9.789355,0.9467049,-0.4251855
cell_04326,-3.7195492,4.5104,4.605282
cell_04327,10.119647,-2.3845766,-0.80487597
cell_04328,10.597723,-3.113935,-0.14164181
cell_04329,11.45057,-1.5049696,1.2614064
cell_04330,-1.991717,4.9649773,4.657149
cell_04331,9.969086,-2.2126548,-0.428095
cell_04332,-3.3136172,4.4476547,4.410773
cell_04333,6.7692056,4.951941,-0.25309682
cell_04334,10.645625,-2.6298256,-0.8736684
cell_04335,-3.8641794,3.8816998,3.8970127
cell_04336,-4.1396933,3.9530385,4.970443
cell_04337,-4.2941785,3.4134078,4.027288
cell_04338,7.6874933,4.025834,-0.49776173
cell_04339,11.560877,-0.86092305,1.6239527
cell_04340,-1.3816289,4.56663,4.2760963
cell_04341,-2.5410788,5.2560554,3.3644946
cell_04342,9.759736,1.1324339,-0.08904537
cell_04343,-1.1075454,6.7419977,3.1973698
cell_04344,10.510808,-2.019738,0.91262263
cell_04345,10.741712,-2.6255875,0.20812622
cell_04346,10.760393,-1.4014733,-1.4760228
cell_04347,10.132868,-2.6878016,-0.72961193
cell_04348,8.279404,2.744712,-0.40694278
cell_04349,10.962615,-2.2027135,-1.6852636
cell_04350,-1.3313093,6.237078,3.8256795
cell_04351,-3.516126,5.1088653,4.3662457
cell_04352,9.759097,-1.2873574,-0.1162506
cell_04353,-4.1092525,3.883355,4.9595337
cell_04354,10.913341,-2.8023818,-0.6999644
cell_04355,11.66634,-0.52839875,1.3283145
cell_04356,11.807603,-1.7914677,0.7895798
cell_04357,0.7788764,7.1279845,2.5236778
cell_04358,7.7738314,4.2773337,0.16089505
cell_04359,11.554889,-0.8278546,1.5200623
cell_04360,-0.68200135,5.4484906,2.6733735
cell_04361,8.146336,2.3284125,-0.8442833
cell_04362,10.4572115,-1.2652717,-1.4773153
cell_04363,11.549564,-2.658458,1.4157649
cell_04364,10.772424,-2.037835,2.3385808
cell_04365,-3.2807472,5.0316095,4.4193864
cell_04366,7.78453,4.636708,0.4150641
cell_04367,9.124275,0.92582464,-0.54177326
cell_04368,-1.9289091,5.4765053,3.4041126
cell_04369,5.073827,6.2032995,0.7729349
cell_04370,0.18032774,6.0830555,2.694601
cell_04371,-1.9916836,4.635627,3.333905
cell_04372,7.8395996,2.9019134,-0.043593857
cell_04373,-1.6115077,4.4502573,3.4224725
cell_04374,10.38679,0.6182496,0.84872806
cell_04375,-1.3407518,4.707108,3.1725156
cell_04376,10.7625065,0.23785761,1.228609
cell_04377,-0.9724919,5.841351,3.7998087
cell_04378,11.192081,-3.0224628,0.71730506
cell_04379,-4.5353956,3.8593245,4.197311
cell_04380,8.1825905,3.3733966,0.083753265
cell_04381,1.1158019,6.989056,2.330707
cell_04382,-1.2126698,5.4518943,3.9721162
cell_04383,6.097769,4.9370723,0.33124483
cell_04384,10.026426,-2.5522096,0.2899802
cell_04385,11.602461,-2.552165,-1.7155296
cell_04386,0.4496214,6.1857347,2.2992723
cell_04387,-2.642855,5.3108087,4.106633
cell_04388,10.506542,-0.7992818,0.73237216
cell_04389,9.320329,1.6730653,-1.0235186
cell_04390,-1.5880446,6.67386,3.3047068
cell_04391,11.129108,-2.6129653,0.90565616
cell_04392,8.615064,3.1119,-0.6292675
cell_04393,9.997421,-1.4597738,-1.1778985
cell_04394,2.1497312,6.2236376,2.5933206
cell_04395,6.056212,5.647888,1.5397724
cell_04396,-1.4449393,5.9208145,4.0592027
cell_04397,10.897255,-0.856241,1.8838341
cell_04398,-2.3359332,5.6591287,3.8364654
cell_04399,11.120086,-2.69116,-0.4508384
cell_04400,11.254777,-0.24915044,1.9848744
cell_04401,11.051924,-1.3452314,1.4891735
cell_04402,-4.5930457,3.462545,4.8092732
cell_04403,0.2409817,6.5521455,3.2928414
cell_04404,7.471927,5.035271,0.47281826
cell_04405,9.801853,-0.7486521,0.44301483
cell_04406,11.409983,-1.9949218,2.2193356
cell_04407,2.8562431,6.1169043,2.3273911
cell_04408,10.747507,-3.4649994,-1.6788442
cell_04409,-2.2296598,5.839712,4.267649
cell_04410,2.7523007,7.00692,1.8038994
cell_04411,-2.9604292,4.316456,4.6732173
cell_04412,10.010686,-3.067853,-0.96197706
cell_04413,-0.9099112,5.5272856,3.880733
cell_04414,0.19916748,5.358374,2.7616072
cell_04415,10.232447,-4.0903034,-0.87424666
cell_04416,8.209151,3.5293303,-0.3225637
cell_04417,-4.5165677,3.7995973,4.9646673
cell_04418,-4.508659,3.2242408,5.0339923
cell_04419,8.912294,2.8147788,-0.68438953
cell_04420,0.051379003,7.01567,3.2996829
cell_04421,-2.1220913,4.7842054,3.7769604
cell_04422,10.19318,-1.021774,-1.5394833
cell_04423,-0.72447616,6.6008506,3.0345175
cell_04424,10.2663355,0.80600816,0.15902174
cell_04425,2.482098,6.750217,2.394686
cell_04426,-1.845134,6.130252,3.5939374
